受付日時,チケットID,カテゴリ,部門,優先度,対応者役職,対応時間分,解決日,FCRフラグ,SLA達成,再発フラグ,対応形態,問合せソース,要因区分,顧客満足度
2024-11-10 01:50,HD2411101076,SaaS利用,営業,低,係長,30,2024-11-10,なし,達成,なし,リモート,チケット,設定不備,4
2026-04-15 13:20,HD2604151077,SaaS利用,総務,低,主任,13,2026-04-15,なし,達成,なし,リモート,電話,外部要因,4
2025-03-12 00:08,HD2503121078,VPN,開発,高,主任,84,2025-03-12,あり,達成,なし,リモート,チケット,設定不備,4
2024-01-15 12:21,HD2401151079,ネットワーク,総務,高,課長,248,2024-01-15,あり,未達,なし,リモート,メール,ハード故障,3
2025-07-06 05:19,HD2507061080,業務システム,開発,中,主任,106,2025-07-06,あり,達成,なし,電話,メール,設定不備,5
2026-02-25 13:52,HD2602251081,PCトラブル,情シス,中,係長,91,2026-02-25,あり,達成,なし,リモート,チャット,設定不備,5
2024-05-01 23:52,HD2405011082,業務システム,人事,低,係長,46,2024-05-02,あり,達成,なし,リモート,チケット,設定不備,5
2025-06-03 07:47,HD2506031083,アカウント,情シス,低,主任,30,2025-06-03,あり,達成,なし,電話,チケット,設定不備,4
2024-01-29 03:57,HD2401291084,PCトラブル,経理,中,係長,29,2024-01-29,あり,達成,あり,リモート,メール,ハード故障,4
2025-12-11 03:39,HD2512111085,SaaS利用,開発,低,係長,29,2025-12-11,あり,達成,なし,電話,メール,設定不備,5
2024-11-28 07:54,HD2411281086,プリンタ,経理,中,主任,23,2024-11-28,あり,達成,なし,オンサイト,チケット,仕様,4
2026-05-21 07:24,HD2605211087,アカウント,総務,中,主任,42,2026-05-21,あり,達成,なし,電話,チャット,ハード故障,5
2024-05-13 19:29,HD2405131088,プリンタ,法務,中,主任,50,2024-05-13,あり,達成,なし,リモート,チャット,その他,5
2026-04-22 04:35,HD2604221089,アカウント,情シス,中,課長,34,2026-04-22,あり,達成,なし,オンサイト,チャット,教育不足,5
2025-01-26 11:41,HD2501261090,アカウント,総務,高,係長,136,2025-01-26,あり,達成,なし,リモート,チケット,設定不備,5
2025-12-26 14:39,HD2512261091,VPN,人事,低,主任,10,2025-12-26,あり,達成,なし,オンサイト,電話,脆弱性,4
2024-09-27 02:08,HD2409271092,PCトラブル,人事,低,係長,27,2024-09-27,あり,達成,なし,リモート,チケット,仕様,5
2024-04-26 14:27,HD2404261093,PCトラブル,人事,緊急,係長,174,2024-04-26,あり,未達,なし,リモート,チケット,外部要因,1
2024-07-07 19:15,HD2407071094,PCトラブル,開発,低,係長,43,2024-07-07,なし,達成,なし,リモート,電話,ハード故障,4
2024-09-02 07:16,HD2409021095,業務システム,営業,低,係長,27,2024-09-02,あり,達成,なし,リモート,チケット,脆弱性,4
2025-02-16 23:19,HD2502161096,PCトラブル,情シス,低,主任,15,2025-02-16,あり,達成,なし,リモート,チケット,その他,5
2026-01-07 03:47,HD2601071097,SaaS利用,経理,低,課長,30,2026-01-07,あり,達成,なし,オンサイト,チケット,設定不備,4
2025-01-01 09:17,HD2501011098,PCトラブル,マーケ,高,課長,137,2025-01-01,あり,達成,なし,リモート,チケット,ハード故障,4
2025-01-24 02:53,HD2501241099,VPN,マーケ,高,係長,134,2025-01-24,あり,未達,なし,リモート,チケット,仕様,2
2026-02-23 18:30,HD2602231100,PCトラブル,総務,中,主任,102,2026-02-23,あり,達成,なし,リモート,チケット,仕様,5
2024-12-02 17:19,HD2412021101,アカウント,マーケ,低,主任,22,2024-12-02,あり,達成,なし,電話,チャット,教育不足,5
2025-08-01 00:51,HD2508011102,ネットワーク,法務,中,係長,18,2025-08-01,なし,達成,なし,リモート,チケット,ハード故障,3
2025-07-17 16:18,HD2507171103,PCトラブル,人事,低,主任,33,2025-07-17,あり,達成,なし,リモート,チケット,仕様,5
2026-04-17 10:16,HD2604171104,ネットワーク,経理,低,主任,31,2026-04-17,なし,達成,なし,リモート,チャット,外部要因,5
2026-05-12 11:00,HD2605121105,アカウント,情シス,中,係長,65,2026-05-12,あり,達成,なし,リモート,チケット,教育不足,5
2025-12-03 16:26,HD2512031106,PCトラブル,マーケ,低,係長,28,2025-12-03,なし,達成,なし,リモート,チャット,仕様,5
2024-03-05 22:57,HD2403051107,PCトラブル,総務,中,係長,90,2024-03-06,あり,達成,なし,リモート,電話,ハード故障,5
2024-07-06 18:49,HD2407061108,アカウント,総務,低,課長,28,2024-07-06,あり,達成,なし,オンサイト,チケット,教育不足,4
2025-07-31 13:55,HD2507311109,SaaS利用,マーケ,中,主任,63,2025-07-31,あり,達成,なし,リモート,チャット,ハード故障,5
2024-07-12 20:14,HD2407121110,ネットワーク,製造,中,課長,60,2024-07-12,あり,達成,なし,電話,メール,設定不備,5
2025-09-27 19:51,HD2509271111,ネットワーク,開発,中,主任,46,2025-09-27,あり,達成,なし,オンサイト,チャット,教育不足,5
2024-07-15 04:48,HD2407151112,SaaS利用,経理,中,課長,43,2024-07-15,なし,達成,なし,リモート,チケット,ハード故障,3
2025-09-22 01:51,HD2509221113,メール,製造,高,課長,243,2025-09-22,なし,未達,なし,電話,チャット,ハード故障,3
2025-02-02 18:46,HD2502021114,PCトラブル,法務,低,課長,20,2025-02-02,あり,達成,なし,リモート,チケット,仕様,5
2025-06-03 22:58,HD2506031115,アカウント,人事,低,係長,28,2025-06-03,あり,達成,なし,電話,電話,設定不備,4
2025-07-11 13:17,HD2507111116,アカウント,マーケ,中,課長,57,2025-07-11,あり,達成,なし,オンサイト,メール,教育不足,5
2024-09-25 21:11,HD2409251117,業務システム,製造,低,係長,15,2024-09-25,あり,達成,なし,電話,電話,外部要因,5
2025-12-20 13:32,HD2512201118,その他,開発,中,課長,34,2025-12-20,あり,達成,なし,リモート,メール,その他,5
2024-05-02 08:51,HD2405021119,PCトラブル,製造,緊急,課長,225,2024-05-02,あり,未達,なし,リモート,チャット,ハード故障,1
2025-10-20 14:08,HD2510201120,SaaS利用,法務,低,課長,40,2025-10-20,なし,達成,なし,リモート,チャット,外部要因,4
2025-08-11 05:25,HD2508111121,SaaS利用,経理,中,課長,60,2025-08-11,あり,達成,なし,リモート,電話,設定不備,5
2024-10-28 08:18,HD2410281122,アカウント,営業,低,係長,15,2024-10-28,あり,達成,なし,リモート,チャット,設定不備,5
2026-01-26 21:19,HD2601261123,PCトラブル,営業,中,課長,67,2026-01-26,あり,達成,なし,リモート,チケット,ハード故障,5
2024-09-05 16:34,HD2409051124,PCトラブル,製造,中,主任,67,2024-09-05,なし,達成,なし,リモート,チャット,ハード故障,5
2025-03-03 03:30,HD2503031125,VPN,マーケ,低,係長,5,2025-03-03,あり,達成,あり,オンサイト,メール,設定不備,5
2025-08-24 05:29,HD2508241126,VPN,法務,高,係長,135,2025-08-24,あり,未達,なし,電話,チケット,設定不備,1
2025-07-28 00:47,HD2507281127,プリンタ,経理,中,係長,87,2025-07-28,なし,達成,なし,リモート,対面,教育不足,4
2024-05-10 05:31,HD2405101128,業務システム,総務,中,係長,104,2024-05-10,あり,達成,なし,リモート,チャット,教育不足,4
2024-02-22 14:43,HD2402221129,SaaS利用,人事,低,課長,9,2024-02-22,あり,達成,なし,リモート,チャット,教育不足,4
2026-04-09 17:41,HD2604091130,アカウント,総務,低,係長,10,2026-04-09,あり,達成,なし,電話,電話,仕様,5
2025-11-18 11:29,HD2511181131,アカウント,人事,低,課長,5,2025-11-18,なし,達成,なし,リモート,チケット,教育不足,5
2025-06-19 00:12,HD2506191132,その他,開発,中,係長,37,2025-06-19,あり,達成,なし,リモート,対面,設定不備,5
2025-05-29 08:22,HD2505291133,ネットワーク,製造,緊急,課長,200,2025-05-29,あり,未達,なし,オンサイト,電話,その他,3
2025-11-19 05:45,HD2511191134,ネットワーク,マーケ,緊急,課長,99,2025-11-19,なし,未達,なし,リモート,チャット,設定不備,3
2026-01-18 18:50,HD2601181135,メール,製造,高,係長,240,2026-01-18,あり,未達,なし,オンサイト,チケット,その他,1
2024-05-04 13:00,HD2405041136,ネットワーク,マーケ,低,係長,5,2024-05-04,なし,達成,なし,リモート,電話,外部要因,5
2025-01-03 15:03,HD2501031137,ネットワーク,開発,低,係長,23,2025-01-03,なし,達成,あり,リモート,チケット,設定不備,1
2024-01-28 15:09,HD2401281138,SaaS利用,マーケ,中,主任,56,2024-01-28,あり,達成,なし,リモート,メール,ハード故障,5
2026-02-12 18:56,HD2602121139,アカウント,製造,低,主任,29,2026-02-12,あり,達成,なし,電話,チャット,設定不備,4
2025-12-15 08:38,HD2512151140,業務システム,総務,低,係長,44,2025-12-15,あり,達成,なし,リモート,チケット,脆弱性,5
2024-08-11 08:15,HD2408111141,PCトラブル,経理,低,課長,38,2024-08-11,あり,達成,なし,電話,チャット,設定不備,4
2024-01-04 15:04,HD2401041142,PCトラブル,総務,高,課長,95,2024-01-04,あり,達成,なし,リモート,メール,設定不備,4
2024-09-05 22:36,HD2409051143,業務システム,マーケ,中,主任,115,2024-09-06,あり,達成,なし,オンサイト,メール,ハード故障,5
2024-10-15 11:20,HD2410151144,メール,マーケ,高,主任,84,2024-10-15,あり,達成,なし,リモート,チケット,その他,5
2026-02-06 19:23,HD2602061145,アカウント,人事,中,主任,79,2026-02-06,あり,達成,なし,リモート,チャット,設定不備,4
2026-05-09 23:54,HD2605091146,セキュリティ,営業,中,係長,101,2026-05-10,あり,達成,なし,リモート,メール,教育不足,5
2025-07-15 15:39,HD2507151147,アカウント,マーケ,低,係長,45,2025-07-15,あり,達成,なし,リモート,チケット,教育不足,5
2025-09-22 16:42,HD2509221148,VPN,営業,高,課長,154,2025-09-22,なし,未達,なし,リモート,チケット,設定不備,3
2024-08-09 10:55,HD2408091149,アカウント,開発,中,主任,34,2024-08-09,あり,達成,なし,リモート,チケット,設定不備,5
2025-08-29 09:54,HD2508291150,PCトラブル,総務,高,課長,98,2025-08-29,あり,達成,なし,リモート,チケット,ハード故障,5
2025-05-14 12:33,HD2505141151,アカウント,法務,中,課長,65,2025-05-14,あり,達成,なし,リモート,チケット,外部要因,5
2024-05-03 02:06,HD2405031152,業務システム,開発,中,主任,49,2024-05-03,あり,達成,なし,リモート,チケット,教育不足,4
2026-02-06 06:14,HD2602061153,VPN,開発,高,課長,90,2026-02-06,あり,達成,あり,リモート,チャット,その他,5
2024-07-23 13:52,HD2407231154,プリンタ,総務,高,係長,176,2024-07-23,なし,未達,なし,電話,チケット,設定不備,3
2025-06-02 19:21,HD2506021155,PCトラブル,法務,低,課長,34,2025-06-02,あり,達成,なし,電話,対面,脆弱性,5
2026-03-02 03:17,HD2603021156,アカウント,開発,高,課長,154,2026-03-02,あり,未達,なし,電話,チケット,仕様,2
2025-02-28 01:51,HD2502281157,VPN,経理,高,主任,151,2025-02-28,あり,未達,なし,リモート,チャット,教育不足,3
2026-04-21 02:15,HD2604211158,アカウント,法務,高,係長,158,2026-04-21,あり,未達,なし,電話,メール,設定不備,1
2025-06-10 22:35,HD2506101159,ネットワーク,人事,高,課長,174,2025-06-11,あり,未達,なし,電話,チケット,設定不備,3
2024-06-13 20:22,HD2406131160,メール,マーケ,中,主任,78,2024-06-13,あり,達成,なし,リモート,チャット,設定不備,5
2025-10-14 18:01,HD2510141161,業務システム,経理,中,課長,116,2025-10-14,あり,達成,なし,リモート,電話,仕様,5
2024-05-22 02:41,HD2405221162,VPN,製造,中,課長,26,2024-05-22,あり,達成,なし,リモート,チケット,外部要因,5
2024-07-04 21:44,HD2407041163,VPN,製造,高,係長,132,2024-07-04,あり,未達,なし,リモート,対面,仕様,1
2025-07-07 14:34,HD2507071164,アカウント,マーケ,高,主任,82,2025-07-07,あり,達成,なし,リモート,チケット,設定不備,5
2024-12-19 04:47,HD2412191165,セキュリティ,法務,低,主任,23,2024-12-19,なし,達成,なし,リモート,対面,仕様,4
2024-04-18 20:37,HD2404181166,PCトラブル,営業,中,主任,102,2024-04-18,あり,達成,なし,リモート,チャット,設定不備,5
2025-08-30 07:15,HD2508301167,アカウント,営業,高,係長,97,2025-08-30,あり,達成,なし,リモート,チケット,ハード故障,4
2024-04-30 04:44,HD2404301168,VPN,製造,低,主任,34,2024-04-30,あり,達成,なし,リモート,チケット,設定不備,5
2026-01-13 04:19,HD2601131169,PCトラブル,法務,低,主任,20,2026-01-13,あり,達成,あり,リモート,チケット,設定不備,4
2024-11-27 11:39,HD2411271170,PCトラブル,法務,中,課長,99,2024-11-27,あり,達成,なし,電話,対面,仕様,5
2025-03-30 08:18,HD2503301171,プリンタ,マーケ,高,課長,168,2025-03-30,あり,未達,あり,リモート,対面,教育不足,3
2025-04-01 09:53,HD2504011172,ネットワーク,情シス,中,係長,101,2025-04-01,あり,達成,なし,リモート,チケット,設定不備,5
2024-01-07 23:29,HD2401071173,アカウント,マーケ,低,課長,34,2024-01-08,あり,達成,なし,電話,チャット,仕様,5
2025-02-27 05:46,HD2502271174,メール,製造,低,課長,43,2025-02-27,あり,達成,なし,リモート,電話,ハード故障,5
2024-06-13 08:03,HD2406131175,SaaS利用,総務,中,課長,91,2024-06-13,あり,達成,なし,オンサイト,チケット,設定不備,5
2024-11-02 14:08,HD2411021176,PCトラブル,マーケ,低,主任,32,2024-11-02,あり,達成,なし,オンサイト,メール,教育不足,5
2025-10-16 06:38,HD2510161177,アカウント,人事,高,係長,61,2025-10-16,なし,達成,なし,リモート,メール,教育不足,5
2025-11-11 07:17,HD2511111178,アカウント,法務,中,主任,142,2025-11-11,あり,達成,なし,リモート,チケット,外部要因,5
2024-09-07 02:51,HD2409071179,PCトラブル,情シス,中,課長,41,2024-09-07,あり,達成,なし,電話,チケット,ハード故障,5
2024-01-13 15:04,HD2401131180,PCトラブル,営業,低,課長,28,2024-01-13,あり,達成,なし,オンサイト,チケット,設定不備,5
2024-10-27 17:05,HD2410271181,PCトラブル,マーケ,中,主任,73,2024-10-27,あり,達成,なし,リモート,チケット,仕様,5
2024-03-13 08:57,HD2403131182,メール,総務,中,係長,76,2024-03-13,あり,達成,なし,オンサイト,電話,ハード故障,5
2024-03-17 07:53,HD2403171183,VPN,マーケ,中,主任,47,2024-03-17,あり,達成,なし,リモート,チャット,その他,4
2024-07-09 04:17,HD2407091184,ネットワーク,法務,低,課長,12,2024-07-09,なし,達成,なし,リモート,チケット,設定不備,3
2026-04-16 07:54,HD2604161185,ネットワーク,法務,高,課長,96,2026-04-16,あり,達成,なし,電話,チャット,教育不足,5
2024-11-30 06:47,HD2411301186,ネットワーク,経理,低,課長,11,2024-11-30,あり,達成,なし,オンサイト,チケット,脆弱性,4
2024-04-30 04:59,HD2404301187,PCトラブル,営業,中,課長,71,2024-04-30,なし,達成,なし,リモート,チケット,ハード故障,3
2025-12-07 06:46,HD2512071188,アカウント,法務,低,課長,37,2025-12-07,あり,達成,なし,リモート,チャット,ハード故障,4
2026-01-11 08:48,HD2601111189,プリンタ,営業,中,主任,93,2026-01-11,あり,達成,なし,オンサイト,電話,設定不備,5
2025-10-17 18:30,HD2510171190,PCトラブル,法務,中,係長,78,2025-10-17,あり,達成,なし,オンサイト,チケット,その他,5
2025-07-15 06:38,HD2507151191,ネットワーク,営業,低,課長,25,2025-07-15,なし,達成,なし,電話,チケット,ハード故障,4
2024-09-24 06:13,HD2409241192,ネットワーク,製造,低,係長,18,2024-09-24,あり,達成,あり,オンサイト,メール,外部要因,5
2025-06-27 05:02,HD2506271193,VPN,営業,中,係長,68,2025-06-27,あり,達成,あり,リモート,チケット,教育不足,5
2024-06-08 22:38,HD2406081194,セキュリティ,製造,低,課長,18,2024-06-08,あり,達成,なし,電話,チケット,設定不備,5
2024-05-04 16:28,HD2405041195,アカウント,製造,中,係長,56,2024-05-04,あり,達成,あり,リモート,メール,設定不備,4
2024-06-23 03:49,HD2406231196,その他,情シス,高,係長,30,2024-06-23,なし,達成,あり,リモート,対面,教育不足,3
2025-11-30 05:18,HD2511301197,セキュリティ,情シス,低,課長,54,2025-11-30,あり,達成,なし,リモート,メール,教育不足,5
2025-08-04 22:33,HD2508041198,VPN,人事,中,係長,72,2025-08-04,あり,達成,なし,リモート,チケット,仕様,5
2024-04-06 00:24,HD2404061199,アカウント,情シス,中,課長,87,2024-04-06,あり,達成,あり,リモート,チャット,教育不足,5
2025-12-19 04:32,HD2512191200,ネットワーク,人事,高,係長,116,2025-12-19,あり,未達,なし,リモート,チャット,教育不足,3
2025-03-31 08:39,HD2503311201,その他,営業,緊急,課長,237,2025-03-31,あり,未達,なし,リモート,チケット,仕様,1
2024-11-23 07:06,HD2411231202,アカウント,法務,高,主任,127,2024-11-23,あり,未達,なし,オンサイト,チャット,仕様,3
2026-05-31 07:41,HD2605311203,業務システム,営業,中,課長,125,2026-05-31,あり,達成,なし,オンサイト,チャット,脆弱性,5
2025-05-05 09:43,HD2505051204,ネットワーク,開発,低,係長,22,2025-05-05,なし,達成,なし,リモート,電話,ハード故障,4
2025-12-18 02:33,HD2512181205,その他,総務,低,主任,13,2025-12-18,あり,達成,なし,リモート,チケット,教育不足,5
2025-03-08 07:44,HD2503081206,アカウント,法務,中,課長,12,2025-03-08,あり,達成,なし,リモート,メール,その他,5
2025-12-09 05:16,HD2512091207,アカウント,総務,高,課長,163,2025-12-09,あり,未達,なし,オンサイト,電話,ハード故障,3
2024-05-01 19:22,HD2405011208,SaaS利用,人事,高,係長,68,2024-05-01,あり,達成,なし,オンサイト,チケット,設定不備,4
2024-07-02 06:35,HD2407021209,メール,総務,低,主任,8,2024-07-02,なし,達成,なし,電話,チケット,教育不足,4
2024-08-05 05:46,HD2408051210,業務システム,マーケ,低,係長,40,2024-08-05,あり,達成,なし,電話,チケット,設定不備,5
2025-10-15 09:36,HD2510151211,アカウント,経理,高,課長,91,2025-10-15,あり,達成,なし,オンサイト,チケット,教育不足,5
2025-10-31 12:29,HD2510311212,ネットワーク,マーケ,低,課長,15,2025-10-31,あり,達成,なし,リモート,チャット,設定不備,5
2025-10-14 08:27,HD2510141213,ネットワーク,製造,中,主任,36,2025-10-14,なし,達成,なし,リモート,チャット,外部要因,4
2025-06-03 21:30,HD2506031214,業務システム,営業,緊急,課長,236,2025-06-04,なし,未達,なし,オンサイト,チャット,教育不足,3
2024-06-21 14:51,HD2406211215,VPN,経理,低,係長,35,2024-06-21,なし,達成,なし,リモート,電話,教育不足,5
2024-03-07 05:24,HD2403071216,ネットワーク,総務,緊急,主任,234,2024-03-07,なし,未達,なし,リモート,チケット,教育不足,3
2026-01-13 12:41,HD2601131217,ネットワーク,開発,低,課長,32,2026-01-13,あり,達成,なし,オンサイト,チャット,外部要因,5
2025-08-20 16:25,HD2508201218,ネットワーク,製造,中,主任,77,2025-08-20,なし,達成,なし,リモート,対面,教育不足,5
2025-03-22 09:55,HD2503221219,プリンタ,マーケ,中,課長,86,2025-03-22,あり,達成,なし,オンサイト,チケット,その他,4
2025-05-17 07:38,HD2505171220,セキュリティ,製造,中,課長,120,2025-05-17,あり,達成,なし,リモート,チャット,設定不備,4
2025-08-26 22:01,HD2508261221,ネットワーク,開発,中,係長,29,2025-08-26,あり,達成,なし,リモート,チャット,外部要因,5
2025-06-10 03:33,HD2506101222,ネットワーク,情シス,中,主任,68,2025-06-10,あり,達成,あり,電話,チケット,教育不足,5
2024-10-18 00:57,HD2410181223,SaaS利用,経理,中,課長,64,2024-10-18,あり,達成,なし,電話,チャット,外部要因,5
2024-10-14 11:53,HD2410141224,PCトラブル,情シス,低,主任,21,2024-10-14,なし,達成,なし,リモート,チケット,教育不足,3
2025-03-18 15:45,HD2503181225,業務システム,人事,中,係長,116,2025-03-18,なし,達成,なし,リモート,電話,教育不足,5
2026-04-28 15:16,HD2604281226,メール,経理,低,主任,11,2026-04-28,あり,達成,なし,リモート,電話,設定不備,5
2024-07-26 19:23,HD2407261227,プリンタ,人事,中,係長,95,2024-07-26,なし,達成,なし,リモート,チャット,教育不足,5
2024-06-22 06:29,HD2406221228,ネットワーク,法務,低,主任,20,2024-06-22,あり,達成,なし,オンサイト,電話,設定不備,5
2026-05-29 09:28,HD2605291229,PCトラブル,営業,中,課長,49,2026-05-29,なし,達成,なし,オンサイト,メール,その他,4
2024-10-21 12:55,HD2410211230,アカウント,マーケ,低,主任,13,2024-10-21,あり,達成,なし,リモート,メール,仕様,5
2025-12-26 08:24,HD2512261231,PCトラブル,マーケ,中,係長,48,2025-12-26,あり,達成,なし,リモート,電話,教育不足,5
2024-04-13 21:05,HD2404131232,アカウント,製造,低,主任,29,2024-04-13,あり,達成,なし,リモート,チャット,脆弱性,5
2025-01-25 14:38,HD2501251233,PCトラブル,情シス,低,主任,22,2025-01-25,あり,達成,なし,リモート,対面,教育不足,5
2024-03-12 08:13,HD2403121234,VPN,法務,中,係長,87,2024-03-12,あり,達成,なし,リモート,チャット,その他,5
2025-08-27 06:47,HD2508271235,VPN,法務,低,係長,18,2025-08-27,あり,達成,なし,オンサイト,チケット,設定不備,5
2024-03-31 12:35,HD2403311236,VPN,開発,中,課長,59,2024-03-31,あり,達成,なし,電話,チケット,ハード故障,5
2024-11-10 03:50,HD2411101237,アカウント,経理,高,主任,140,2024-11-10,あり,未達,なし,オンサイト,チャット,設定不備,3
2025-03-30 07:53,HD2503301238,メール,総務,緊急,課長,223,2025-03-30,あり,未達,なし,リモート,チャット,ハード故障,3
2024-02-23 02:48,HD2402231239,アカウント,製造,低,主任,40,2024-02-23,あり,達成,なし,オンサイト,チャット,設定不備,5
2026-02-26 00:17,HD2602261240,業務システム,営業,中,課長,41,2026-02-26,なし,達成,なし,リモート,メール,仕様,4
2025-04-17 00:52,HD2504171241,アカウント,情シス,低,課長,38,2025-04-17,あり,達成,なし,オンサイト,メール,設定不備,5
2025-11-23 19:12,HD2511231242,ネットワーク,経理,低,課長,35,2025-11-23,あり,達成,なし,オンサイト,チャット,脆弱性,4
2025-11-19 14:54,HD2511191243,ネットワーク,マーケ,中,主任,68,2025-11-19,あり,達成,なし,オンサイト,チャット,外部要因,5
2026-05-26 20:54,HD2605261244,ネットワーク,経理,低,課長,18,2026-05-26,あり,達成,なし,リモート,チャット,仕様,4
2024-05-25 17:18,HD2405251245,PCトラブル,人事,低,主任,22,2024-05-25,あり,達成,なし,電話,電話,教育不足,4
2024-10-22 04:48,HD2410221246,PCトラブル,製造,緊急,係長,62,2024-10-22,あり,達成,なし,オンサイト,チケット,外部要因,5
2024-11-12 06:20,HD2411121247,メール,製造,低,課長,26,2024-11-12,あり,達成,なし,電話,チャット,設定不備,5
2024-10-24 07:35,HD2410241248,VPN,人事,中,主任,18,2024-10-24,あり,達成,なし,リモート,チケット,設定不備,4
2026-01-06 01:35,HD2601061249,アカウント,開発,中,主任,5,2026-01-06,あり,達成,あり,オンサイト,電話,設定不備,5
2025-07-22 02:59,HD2507221250,PCトラブル,経理,中,課長,51,2025-07-22,なし,達成,なし,電話,メール,教育不足,3
2024-03-31 00:49,HD2403311251,アカウント,経理,中,課長,19,2024-03-31,あり,達成,なし,電話,チケット,教育不足,4
2024-05-14 05:11,HD2405141252,ネットワーク,開発,低,主任,13,2024-05-14,なし,達成,なし,リモート,メール,その他,5
2024-08-22 15:43,HD2408221253,メール,人事,低,主任,33,2024-08-22,あり,達成,なし,オンサイト,チャット,外部要因,5
2025-10-07 02:11,HD2510071254,アカウント,マーケ,低,主任,19,2025-10-07,あり,達成,なし,リモート,チャット,ハード故障,5
2025-01-13 21:38,HD2501131255,アカウント,製造,緊急,主任,191,2025-01-14,あり,未達,なし,リモート,チケット,仕様,2
2024-08-22 00:25,HD2408221256,SaaS利用,マーケ,低,係長,34,2024-08-22,なし,達成,なし,オンサイト,チケット,教育不足,4
2025-10-31 05:59,HD2510311257,PCトラブル,総務,低,課長,22,2025-10-31,あり,達成,なし,電話,メール,教育不足,5
2025-09-30 14:28,HD2509301258,SaaS利用,人事,低,課長,32,2025-09-30,あり,達成,なし,リモート,チケット,仕様,5
2024-11-21 07:34,HD2411211259,SaaS利用,経理,低,係長,21,2024-11-21,あり,達成,なし,リモート,メール,教育不足,4
2026-02-05 14:50,HD2602051260,VPN,営業,低,係長,42,2026-02-05,あり,達成,なし,リモート,電話,ハード故障,4
2025-07-12 01:53,HD2507121261,PCトラブル,情シス,中,主任,37,2025-07-12,あり,達成,なし,オンサイト,チケット,教育不足,5
2024-05-15 04:38,HD2405151262,PCトラブル,製造,低,課長,24,2024-05-15,あり,達成,なし,オンサイト,チャット,設定不備,5
2024-09-10 16:41,HD2409101263,アカウント,人事,低,課長,22,2024-09-10,あり,達成,なし,リモート,チケット,ハード故障,5
2024-05-13 16:19,HD2405131264,アカウント,情シス,中,係長,41,2024-05-13,あり,達成,なし,オンサイト,チャット,仕様,5
2025-09-11 21:40,HD2509111265,アカウント,法務,中,係長,22,2025-09-11,あり,達成,なし,オンサイト,チャット,ハード故障,4
2025-03-22 15:45,HD2503221266,アカウント,法務,中,係長,66,2025-03-22,あり,達成,なし,オンサイト,電話,設定不備,5
2024-07-04 01:30,HD2407041267,アカウント,製造,低,主任,29,2024-07-04,あり,達成,あり,電話,対面,ハード故障,5
2026-04-06 23:14,HD2604061268,アカウント,人事,高,係長,177,2026-04-07,あり,未達,あり,リモート,メール,仕様,1
2025-11-16 09:21,HD2511161269,アカウント,開発,緊急,係長,262,2025-11-16,あり,未達,なし,リモート,電話,ハード故障,3
2026-03-18 11:13,HD2603181270,VPN,人事,緊急,係長,229,2026-03-18,なし,未達,なし,オンサイト,チケット,脆弱性,3
2024-08-18 07:09,HD2408181271,VPN,製造,中,主任,57,2024-08-18,あり,達成,なし,オンサイト,チケット,教育不足,5
2025-05-12 20:29,HD2505121272,PCトラブル,経理,低,課長,8,2025-05-12,あり,達成,なし,リモート,チケット,外部要因,4
2025-12-31 11:45,HD2512311273,アカウント,営業,高,係長,169,2025-12-31,あり,未達,なし,リモート,チャット,仕様,3
2025-09-14 12:01,HD2509141274,メール,マーケ,高,課長,129,2025-09-14,あり,未達,なし,リモート,メール,ハード故障,2
2025-12-06 06:47,HD2512061275,SaaS利用,製造,中,課長,87,2025-12-06,あり,達成,なし,オンサイト,メール,仕様,5
2026-02-03 09:55,HD2602031276,SaaS利用,マーケ,緊急,主任,133,2026-02-03,あり,未達,なし,リモート,チケット,教育不足,3
2024-11-10 14:23,HD2411101277,VPN,マーケ,低,係長,29,2024-11-10,なし,達成,なし,オンサイト,対面,教育不足,4
2024-12-25 21:18,HD2412251278,アカウント,開発,中,係長,47,2024-12-25,なし,達成,なし,オンサイト,チャット,教育不足,5
2024-10-15 15:47,HD2410151279,PCトラブル,マーケ,中,課長,40,2024-10-15,あり,達成,なし,オンサイト,チケット,設定不備,4
2024-03-27 11:52,HD2403271280,メール,経理,中,係長,84,2024-03-27,あり,達成,なし,リモート,チケット,教育不足,5
2024-03-08 01:01,HD2403081281,PCトラブル,開発,低,係長,41,2024-03-08,あり,達成,なし,電話,チャット,教育不足,5
2025-05-23 18:47,HD2505231282,ネットワーク,マーケ,中,主任,54,2025-05-23,あり,達成,なし,電話,チケット,外部要因,5
2024-07-09 11:08,HD2407091283,プリンタ,情シス,低,係長,12,2024-07-09,あり,達成,なし,リモート,電話,教育不足,5
2024-04-28 09:20,HD2404281284,アカウント,法務,中,課長,5,2024-04-28,あり,達成,なし,リモート,チャット,ハード故障,5
2025-12-01 10:33,HD2512011285,PCトラブル,情シス,中,係長,47,2025-12-01,あり,達成,なし,オンサイト,チャット,教育不足,5
2026-03-12 01:41,HD2603121286,メール,開発,中,係長,19,2026-03-12,なし,達成,あり,電話,チャット,設定不備,3
2025-01-10 17:33,HD2501101287,アカウント,情シス,低,主任,26,2025-01-10,あり,達成,なし,オンサイト,チャット,設定不備,5
2025-03-11 04:37,HD2503111288,VPN,情シス,中,係長,86,2025-03-11,あり,達成,なし,リモート,メール,その他,5
