訪問日,訪問ID,顧客名,業種,契約プラン,設備型式,対応区分,所要時間分,部品費,作業費,総費用,SLA達成,一次解決,再訪問,担当エンジニア,訪問距離km,リモート判定,対応難易度,顧客満足度,受付チャネル
2025-04-14,V000796,株式会社ネクストブリッジ,IT,ベーシック,MX-100,部品交換,149,69051,22953,92004,未達,未解決,なし,E004,80.3,不可,中,3.3,Web
2025-04-15,V000797,みどり市役所,公共,ベーシック,MX-200,再訪問対応,91,65254,11348,76602,達成,解決,なし,E003,19.3,不可,中,4.9,アプリ
2025-04-15,V000798,みどり市役所,公共,スタンダード,PX-50,部品交換,104,35806,15576,51382,達成,解決,なし,E005,107.8,不可,中,4.5,現地
2025-04-16,V000799,東和建設,建設,スタンダード,AX-1000,予防保全,113,41943,16189,58132,達成,解決,なし,E024,80.3,不可,低,3.9,Web
2025-04-17,V000800,大和精機製作所,製造業,スタンダード,AX-2000,部品交換,126,78576,13966,92542,達成,解決,なし,E017,66.8,不可,中,4.4,アプリ
2025-04-17,V000801,株式会社ネクストブリッジ,IT,スポット,AX-1000,再訪問対応,84,65602,13052,78654,達成,未解決,あり,E016,157.0,不可,低,4.7,アプリ
2025-04-18,V000802,東洋精機,製造業,スポット,AX-1000,緊急修理,138,17675,21458,39133,達成,解決,なし,E021,65.5,不可,低,4.9,電話
2025-04-18,V000803,みどり市役所,公共,ベーシック,PX-50,再訪問対応,153,10807,19737,30544,達成,未解決,あり,E018,173.2,不可,中,4.3,電話
2025-04-18,V000804,暮らしの匠,小売,プレミアム,PX-50,緊急修理,129,34124,16251,50375,達成,解決,なし,E020,129.7,不可,低,3.3,メール
2025-04-20,V000805,東都フィナンシャル証券,金融,プレミアム,PX-50,再訪問対応,162,9977,20175,30152,達成,解決,なし,E016,45.4,不可,中,3.7,アプリ
2025-04-20,V000806,大和精機製作所,製造業,ベーシック,MX-100,部品交換,87,64394,10772,75166,未達,解決,なし,E016,98.5,不可,低,3.3,メール
2025-04-20,V000807,東都フィナンシャル証券,金融,スタンダード,MX-200,再訪問対応,145,61802,26021,87823,未達,未解決,あり,E009,46.8,不可,低,2.6,アプリ
2025-04-21,V000808,日本橋製薬,製薬,スタンダード,RX-500,予防保全,97,46714,12539,59253,達成,解決,なし,E015,101.9,不可,低,4.6,電話
2025-04-21,V000809,暮らしの匠,小売,スポット,RX-500,定期点検,94,0,13182,13182,達成,未解決,あり,E015,56.2,不可,高,4.2,メール
2025-04-21,V000810,日本橋製薬,製薬,スタンダード,MX-300,緊急修理,117,71520,16734,88254,達成,未解決,あり,E007,123.9,不可,高,4.0,現地
2025-04-22,V000811,東北ロジスティクス,物流,スタンダード,PX-50,ソフトウェア更新,80,0,14294,14294,達成,未解決,なし,E009,118.3,不可,中,5.0,Web
2025-04-23,V000812,暮らしの匠,小売,スタンダード,PX-80,部品交換,89,60944,11708,72652,達成,解決,なし,E001,102.3,不可,中,4.7,アプリ
2025-04-23,V000813,東洋精機,製造業,スタンダード,MX-300,ソフトウェア更新,57,0,9129,9129,達成,解決,なし,E013,54.5,可,低,3.7,メール
2025-04-24,V000814,東都フィナンシャル証券,金融,ベーシック,PX-50,予防保全,100,64872,17590,82462,達成,未解決,あり,E002,107.5,不可,高,4.4,アプリ
2025-04-24,V000815,東北ロジスティクス,物流,スポット,RX-500,緊急修理,137,46917,17717,64634,達成,解決,なし,E004,67.8,不可,高,4.2,アプリ
2025-04-25,V000816,大和精機製作所,製造業,ベーシック,AX-1000,再訪問対応,146,28213,21801,50014,達成,解決,なし,E018,80.0,不可,低,4.3,メール
2025-04-25,V000817,東都フィナンシャル証券,金融,ベーシック,MX-100,緊急修理,163,43151,28851,72002,達成,解決,なし,E024,66.3,不可,中,3.2,Web
2025-04-26,V000818,東京湾岸エナジー,電力,スタンダード,RX-500,部品交換,113,5032,13539,18571,達成,解決,なし,E016,116.3,不可,低,3.6,電話
2025-04-26,V000819,花鳥風月,観光,プレミアム,AX-1000,定期点検,103,0,15214,15214,達成,未解決,なし,E003,52.3,不可,低,3.7,電話
2025-04-26,V000820,東都フィナンシャル証券,金融,スポット,MX-200,予防保全,119,63400,18171,81571,達成,解決,なし,E025,178.7,不可,中,3.5,アプリ
2025-04-26,V000821,花鳥風月,観光,スタンダード,MX-300,再訪問対応,98,58675,16881,75556,達成,解決,なし,E020,73.5,不可,低,3.7,アプリ
2025-04-26,V000822,東洋精機,製造業,スタンダード,AX-2000,緊急修理,134,61998,20870,82868,達成,解決,なし,E012,37.7,不可,中,3.6,現地
2025-04-28,V000823,大和精機製作所,製造業,ベーシック,PX-50,部品交換,73,18688,10789,29477,達成,解決,なし,E011,171.9,不可,低,3.4,Web
2025-04-29,V000824,日本橋製薬,製薬,スタンダード,MX-300,ソフトウェア更新,82,0,9176,9176,未達,解決,なし,E013,158.2,不可,低,2.8,電話
2025-04-29,V000825,株式会社ネクストブリッジ,IT,ベーシック,PX-50,ソフトウェア更新,68,0,10289,10289,達成,解決,なし,E019,24.2,不可,中,4.8,現地
2025-04-29,V000826,大和精機製作所,製造業,ベーシック,MX-200,ソフトウェア更新,75,0,9354,9354,達成,解決,なし,E017,18.2,可,低,4.0,電話
2025-04-29,V000827,暮らしの匠,小売,プレミアム,AX-2000,ソフトウェア更新,86,0,12073,12073,達成,未解決,あり,E003,152.9,可,高,3.7,アプリ
2025-04-29,V000828,みどり市役所,公共,プレミアム,PX-80,再訪問対応,145,76000,16044,92044,達成,解決,なし,E016,94.3,不可,低,4.3,電話
2025-04-29,V000829,東洋精機,製造業,ベーシック,PX-80,部品交換,136,21841,22023,43864,達成,未解決,あり,E004,146.2,不可,低,4.5,Web
2025-05-01,V000830,東洋精機,製造業,スタンダード,AX-2000,再訪問対応,137,5735,23593,29328,達成,未解決,なし,E014,8.1,不可,高,4.0,電話
2025-05-01,V000831,東都フィナンシャル証券,金融,ベーシック,MX-300,緊急修理,156,10693,18387,29080,達成,解決,なし,E018,86.7,不可,高,4.5,アプリ
2025-05-01,V000832,大和精機製作所,製造業,ベーシック,MX-100,部品交換,103,14635,14774,29409,達成,未解決,あり,E007,135.3,不可,高,4.6,Web
2025-05-02,V000833,東京湾岸エナジー,電力,プレミアム,MX-300,緊急修理,143,15792,18230,34022,達成,解決,なし,E010,46.6,不可,中,3.6,メール
2025-05-03,V000834,東北ロジスティクス,物流,スタンダード,PX-80,緊急修理,187,6485,30360,36845,達成,解決,なし,E007,144.4,不可,中,4.6,Web
2025-05-03,V000835,東洋精機,製造業,ベーシック,PX-50,緊急修理,76,26608,11704,38312,達成,解決,なし,E015,147.4,不可,中,4.1,Web
2025-05-04,V000836,株式会社ネクストブリッジ,IT,スタンダード,RX-500,定期点検,69,0,12403,12403,達成,解決,なし,E016,35.2,不可,低,4.0,現地
2025-05-05,V000837,株式会社ネクストブリッジ,IT,プレミアム,AX-1000,予防保全,94,73213,11170,84383,達成,解決,なし,E004,42.4,不可,低,4.1,電話
2025-05-07,V000838,東都フィナンシャル証券,金融,スタンダード,AX-1000,部品交換,192,68155,23574,91729,達成,解決,なし,E017,148.0,不可,高,3.5,Web
2025-05-09,V000839,大和精機製作所,製造業,ベーシック,MX-100,緊急修理,132,71541,19371,90912,達成,解決,なし,E008,144.4,不可,低,3.8,現地
2025-05-10,V000840,東京湾岸エナジー,電力,プレミアム,MX-300,再訪問対応,159,21929,23509,45438,達成,解決,なし,E007,172.0,不可,低,3.3,メール
2025-05-10,V000841,東洋精機,製造業,スポット,AX-2000,部品交換,89,44194,10638,54832,達成,解決,なし,E009,169.0,不可,低,4.3,現地
2025-05-10,V000842,東北ロジスティクス,物流,スタンダード,MX-200,定期点検,76,0,13531,13531,達成,解決,なし,E013,175.8,不可,高,4.0,Web
2025-05-11,V000843,日本橋製薬,製薬,スタンダード,PX-50,緊急修理,179,54617,21237,75854,達成,解決,なし,E005,133.7,不可,高,3.9,Web
2025-05-11,V000844,株式会社ネクストブリッジ,IT,ベーシック,AX-1000,定期点検,51,0,7746,7746,達成,解決,なし,E004,43.3,不可,低,3.9,現地
2025-05-12,V000845,東北ロジスティクス,物流,スタンダード,MX-200,再訪問対応,161,35482,18981,54463,達成,解決,なし,E023,85.0,不可,中,4.0,アプリ
2025-05-12,V000846,花鳥風月,観光,スタンダード,MX-200,定期点検,72,0,12301,12301,未達,解決,なし,E014,120.4,不可,中,2.9,アプリ
2025-05-12,V000847,東洋精機,製造業,プレミアム,PX-80,再訪問対応,107,34931,19133,54064,達成,未解決,なし,E016,16.8,不可,低,4.7,Web
2025-05-12,V000848,日本橋製薬,製薬,スタンダード,AX-2000,再訪問対応,85,76136,11586,87722,達成,未解決,なし,E013,94.4,不可,高,4.1,電話
2025-05-13,V000849,日本橋製薬,製薬,スタンダード,MX-200,予防保全,65,57290,10859,68149,達成,未解決,あり,E021,129.9,不可,低,3.6,アプリ
2025-05-14,V000850,みどり市役所,公共,スタンダード,MX-100,ソフトウェア更新,63,0,7043,7043,達成,解決,なし,E004,102.9,可,高,3.3,メール
2025-05-14,V000851,暮らしの匠,小売,ベーシック,RX-500,部品交換,143,8265,18978,27243,達成,未解決,あり,E025,126.4,不可,中,3.9,Web
2025-05-14,V000852,東京湾岸エナジー,電力,ベーシック,AX-1000,再訪問対応,155,13648,20671,34319,達成,解決,なし,E008,111.7,不可,中,3.1,メール
2025-05-15,V000853,花鳥風月,観光,プレミアム,MX-200,再訪問対応,95,28496,12210,40706,達成,解決,なし,E015,127.9,不可,低,3.4,メール
2025-05-15,V000854,花鳥風月,観光,スポット,AX-1000,定期点検,119,0,17758,17758,達成,解決,なし,E013,136.7,不可,中,3.6,現地
2025-05-15,V000855,東北ロジスティクス,物流,プレミアム,MX-200,再訪問対応,125,71838,16845,88683,達成,未解決,あり,E024,25.7,不可,低,4.8,メール
2025-05-16,V000856,日本橋製薬,製薬,スポット,AX-1000,緊急修理,96,37885,10737,48622,達成,解決,なし,E008,42.0,不可,中,3.8,Web
2025-05-16,V000857,みどり市役所,公共,スタンダード,PX-50,緊急修理,201,59534,27942,87476,達成,解決,なし,E014,100.1,不可,中,4.1,Web
2025-05-17,V000858,みどり市役所,公共,スタンダード,AX-2000,再訪問対応,141,49777,24393,74170,達成,未解決,あり,E012,168.8,不可,低,3.5,電話
2025-05-17,V000859,暮らしの匠,小売,プレミアム,PX-50,予防保全,163,64355,24038,88393,達成,解決,なし,E008,20.7,不可,中,3.3,メール
2025-05-18,V000860,東北ロジスティクス,物流,ベーシック,PX-50,ソフトウェア更新,41,0,4695,4695,達成,未解決,あり,E021,179.3,可,低,4.3,電話
2025-05-18,V000861,みどり市役所,公共,スタンダード,MX-300,定期点検,84,0,14810,14810,達成,解決,なし,E016,131.5,不可,中,3.4,アプリ
2025-05-20,V000862,東北ロジスティクス,物流,スポット,AX-2000,緊急修理,139,32482,20834,53316,達成,解決,なし,E005,157.9,不可,高,3.6,現地
2025-05-20,V000863,暮らしの匠,小売,スタンダード,MX-100,予防保全,101,10339,14855,25194,達成,未解決,あり,E008,132.0,不可,中,3.8,現地
2025-05-21,V000864,花鳥風月,観光,スポット,MX-300,定期点検,97,0,17094,17094,達成,解決,なし,E013,104.2,不可,高,4.1,アプリ
2025-05-21,V000865,株式会社ミライテック,IT,スタンダード,AX-1000,緊急修理,129,67494,15009,82503,達成,解決,なし,E012,48.4,不可,低,3.0,電話
2025-05-22,V000866,株式会社ミライテック,IT,ベーシック,PX-80,定期点検,58,0,6767,6767,未達,解決,なし,E001,2.3,不可,高,2.9,電話
2025-05-22,V000867,東和建設,建設,スタンダード,AX-1000,定期点検,79,0,9897,9897,未達,解決,なし,E005,63.5,不可,高,3.0,現地
2025-05-25,V000868,株式会社ミライテック,IT,プレミアム,RX-500,再訪問対応,70,60340,7848,68188,達成,解決,なし,E004,8.9,不可,中,4.0,メール
2025-05-25,V000869,暮らしの匠,小売,プレミアム,MX-300,予防保全,31,46223,5445,51668,達成,未解決,あり,E013,167.3,不可,中,3.0,アプリ
2025-05-26,V000870,暮らしの匠,小売,ベーシック,MX-200,部品交換,153,54990,17275,72265,達成,解決,なし,E016,12.4,不可,高,3.9,現地
2025-05-27,V000871,大和精機製作所,製造業,スタンダード,AX-1000,予防保全,58,28336,7527,35863,達成,解決,なし,E010,26.1,不可,中,3.9,アプリ
2025-05-27,V000872,株式会社ミライテック,IT,スタンダード,RX-500,定期点検,67,0,9703,9703,達成,解決,なし,E022,142.0,不可,低,4.0,電話
2025-05-29,V000873,東都フィナンシャル証券,金融,プレミアム,MX-200,部品交換,103,43111,16660,59771,達成,解決,なし,E010,97.1,不可,低,3.9,アプリ
2025-05-29,V000874,東京湾岸エナジー,電力,スポット,MX-100,再訪問対応,143,7861,24845,32706,未達,未解決,あり,E008,19.6,不可,高,3.6,メール
2025-05-31,V000875,東洋精機,製造業,スタンダード,PX-50,予防保全,114,17247,19916,37163,達成,解決,なし,E011,2.8,不可,低,3.8,Web
2025-06-01,V000876,暮らしの匠,小売,ベーシック,AX-1000,ソフトウェア更新,60,0,10304,10304,達成,解決,なし,E021,77.3,可,高,4.7,メール
2025-06-01,V000877,東京湾岸エナジー,電力,ベーシック,PX-80,ソフトウェア更新,49,0,8480,8480,達成,解決,なし,E021,147.4,可,中,4.2,アプリ
2025-06-02,V000878,東洋精機,製造業,ベーシック,MX-300,再訪問対応,144,66033,16510,82543,達成,解決,なし,E024,97.6,不可,低,4.2,メール
2025-06-02,V000879,暮らしの匠,小売,ベーシック,AX-2000,部品交換,106,17650,14590,32240,達成,解決,なし,E003,159.6,不可,低,3.9,現地
2025-06-03,V000880,みどり市役所,公共,スタンダード,MX-100,ソフトウェア更新,74,0,8573,8573,達成,解決,なし,E012,125.5,可,低,4.1,アプリ
2025-06-03,V000881,東北ロジスティクス,物流,スタンダード,MX-100,再訪問対応,136,76553,15095,91648,未達,未解決,あり,E009,29.2,不可,高,3.6,Web
2025-06-03,V000882,株式会社ミライテック,IT,スタンダード,MX-100,ソフトウェア更新,63,0,8411,8411,達成,未解決,あり,E008,130.4,可,低,4.7,現地
2025-06-03,V000883,東都フィナンシャル証券,金融,スタンダード,MX-300,予防保全,89,72028,9898,81926,未達,解決,なし,E011,130.2,不可,中,2.7,メール
2025-06-04,V000884,東洋精機,製造業,スポット,PX-50,定期点検,105,0,12429,12429,達成,解決,なし,E019,42.0,不可,中,3.2,現地
2025-06-04,V000885,東洋精機,製造業,ベーシック,RX-500,予防保全,79,33151,12466,45617,達成,解決,なし,E021,111.0,不可,低,3.6,アプリ
2025-06-05,V000886,株式会社ネクストブリッジ,IT,ベーシック,RX-500,予防保全,90,52915,16194,69109,未達,解決,なし,E001,159.0,不可,低,4.0,アプリ
2025-06-05,V000887,花鳥風月,観光,プレミアム,RX-500,ソフトウェア更新,62,0,10466,10466,達成,解決,なし,E014,64.8,不可,低,4.5,アプリ
2025-06-05,V000888,東北ロジスティクス,物流,スタンダード,AX-2000,ソフトウェア更新,40,0,4976,4976,達成,解決,なし,E024,40.6,可,低,4.5,現地
2025-06-07,V000889,株式会社ミライテック,IT,スタンダード,AX-2000,部品交換,129,61286,16901,78187,達成,解決,なし,E020,150.3,不可,中,4.2,アプリ
2025-06-07,V000890,東洋精機,製造業,スタンダード,MX-300,再訪問対応,144,29060,19730,48790,達成,解決,なし,E024,120.7,不可,低,4.5,現地
2025-06-10,V000891,花鳥風月,観光,ベーシック,PX-50,緊急修理,163,65790,21538,87328,達成,解決,なし,E024,168.1,不可,中,3.8,電話
2025-06-10,V000892,東北ロジスティクス,物流,ベーシック,MX-200,定期点検,101,0,17485,17485,達成,未解決,あり,E007,38.1,不可,低,3.7,メール
2025-06-11,V000893,みどり市役所,公共,スタンダード,AX-1000,予防保全,91,41746,10656,52402,未達,解決,なし,E005,102.0,不可,高,3.5,Web
2025-06-13,V000894,株式会社ミライテック,IT,スタンダード,AX-2000,緊急修理,140,34688,24966,59654,達成,解決,なし,E015,120.2,不可,低,3.6,電話
2025-06-13,V000895,花鳥風月,観光,プレミアム,AX-2000,ソフトウェア更新,82,0,13715,13715,達成,解決,なし,E001,167.7,可,低,4.1,アプリ
2025-06-14,V000896,暮らしの匠,小売,スタンダード,AX-1000,定期点検,102,0,14030,14030,未達,解決,なし,E022,28.6,不可,高,3.5,Web
2025-06-14,V000897,暮らしの匠,小売,スタンダード,MX-200,部品交換,144,24159,19521,43680,達成,未解決,あり,E017,47.0,不可,中,3.7,電話
2025-06-15,V000898,株式会社ネクストブリッジ,IT,スポット,MX-100,再訪問対応,97,7302,12522,19824,達成,解決,なし,E022,179.1,不可,中,4.2,電話
2025-06-16,V000899,東和建設,建設,プレミアム,MX-100,再訪問対応,141,52907,15865,68772,達成,解決,なし,E011,121.6,不可,中,4.5,メール
2025-06-17,V000900,花鳥風月,観光,ベーシック,AX-2000,ソフトウェア更新,53,0,6545,6545,達成,解決,なし,E022,52.1,可,低,4.3,電話
2025-06-18,V000901,花鳥風月,観光,スポット,MX-200,定期点検,109,0,13165,13165,未達,未解決,あり,E003,144.7,不可,中,3.4,電話
2025-06-19,V000902,東北ロジスティクス,物流,ベーシック,AX-1000,予防保全,164,45371,27064,72435,達成,解決,なし,E023,20.8,不可,低,3.7,Web
2025-06-19,V000903,東京湾岸エナジー,電力,ベーシック,MX-200,緊急修理,157,8553,25149,33702,達成,未解決,あり,E007,70.9,不可,中,3.6,アプリ
2025-06-21,V000904,花鳥風月,観光,ベーシック,RX-500,予防保全,96,10030,13533,23563,達成,解決,なし,E007,92.4,不可,低,3.3,メール
2025-06-22,V000905,大和精機製作所,製造業,スタンダード,PX-50,再訪問対応,161,31847,19540,51387,達成,未解決,あり,E020,115.1,不可,中,3.3,アプリ
2025-06-24,V000906,東都フィナンシャル証券,金融,スタンダード,AX-2000,部品交換,77,34986,9987,44973,達成,解決,なし,E016,30.7,不可,低,3.9,メール
2025-06-25,V000907,みどり市役所,公共,プレミアム,AX-2000,定期点検,123,0,16271,16271,達成,未解決,あり,E023,139.3,不可,高,3.9,現地
2025-06-25,V000908,東北ロジスティクス,物流,プレミアム,PX-80,再訪問対応,128,67496,16770,84266,達成,解決,なし,E024,89.1,不可,中,3.4,Web
2025-06-27,V000909,東京湾岸エナジー,電力,プレミアム,AX-1000,ソフトウェア更新,85,0,15135,15135,達成,解決,なし,E005,84.5,不可,低,3.6,アプリ
2025-06-27,V000910,株式会社ネクストブリッジ,IT,プレミアム,MX-300,部品交換,98,24646,11816,36462,達成,未解決,あり,E001,170.4,不可,低,4.4,アプリ
2025-06-27,V000911,株式会社ネクストブリッジ,IT,スタンダード,PX-50,定期点検,111,0,14367,14367,達成,解決,なし,E016,35.8,不可,中,3.1,アプリ
2025-06-27,V000912,株式会社ネクストブリッジ,IT,ベーシック,RX-500,再訪問対応,113,39921,13549,53470,達成,未解決,あり,E007,94.3,不可,低,4.5,アプリ
2025-06-27,V000913,株式会社ネクストブリッジ,IT,スポット,MX-300,部品交換,131,38948,17537,56485,達成,未解決,あり,E005,68.5,不可,中,4.2,メール
2025-06-29,V000914,東都フィナンシャル証券,金融,スタンダード,MX-100,ソフトウェア更新,81,0,14070,14070,達成,解決,なし,E016,162.7,可,高,3.7,メール
2025-06-29,V000915,東都フィナンシャル証券,金融,スタンダード,AX-1000,再訪問対応,109,32005,17392,49397,達成,解決,なし,E008,110.5,不可,中,4.6,アプリ
2025-06-30,V000916,東都フィナンシャル証券,金融,ベーシック,AX-1000,予防保全,113,71367,16313,87680,未達,解決,なし,E024,109.3,不可,高,3.6,メール
2025-06-30,V000917,東洋精機,製造業,スタンダード,PX-50,部品交換,125,31272,19289,50561,達成,解決,なし,E016,60.2,不可,中,3.4,現地
2025-06-30,V000918,大和精機製作所,製造業,スタンダード,AX-1000,ソフトウェア更新,32,0,4966,4966,未達,解決,なし,E024,172.5,可,低,3.0,電話
2025-06-30,V000919,東北ロジスティクス,物流,プレミアム,PX-80,緊急修理,152,36208,18893,55101,達成,解決,なし,E021,54.7,不可,低,3.9,アプリ
2025-07-02,V000920,東洋精機,製造業,スタンダード,MX-300,ソフトウェア更新,38,0,4466,4466,達成,解決,なし,E015,50.7,可,中,3.5,メール
2025-07-03,V000921,大和精機製作所,製造業,プレミアム,MX-100,定期点検,77,0,12953,12953,達成,解決,なし,E014,68.8,不可,低,4.0,メール
2025-07-03,V000922,株式会社ミライテック,IT,スタンダード,MX-100,再訪問対応,68,9321,10920,20241,達成,解決,なし,E003,129.0,不可,低,3.6,Web
2025-07-03,V000923,大和精機製作所,製造業,スタンダード,PX-50,定期点検,57,0,8234,8234,達成,未解決,あり,E021,99.0,不可,中,4.4,アプリ
2025-07-03,V000924,東北ロジスティクス,物流,スタンダード,MX-200,緊急修理,174,33360,19828,53188,達成,解決,なし,E021,123.7,不可,低,3.8,Web
2025-07-04,V000925,株式会社ネクストブリッジ,IT,プレミアム,PX-50,緊急修理,134,53879,14920,68799,未達,解決,なし,E022,138.3,不可,低,3.6,アプリ
2025-07-05,V000926,東都フィナンシャル証券,金融,プレミアム,MX-100,緊急修理,141,50249,20535,70784,達成,解決,なし,E005,149.6,不可,低,4.2,現地
2025-07-05,V000927,東洋精機,製造業,ベーシック,PX-80,部品交換,130,35590,17343,52933,達成,解決,なし,E004,60.2,不可,低,4.3,メール
2025-07-05,V000928,株式会社ネクストブリッジ,IT,スタンダード,AX-2000,緊急修理,170,28946,21081,50027,達成,解決,なし,E023,103.5,不可,中,3.2,Web
2025-07-05,V000929,みどり市役所,公共,ベーシック,AX-1000,ソフトウェア更新,31,0,3957,3957,達成,解決,なし,E006,93.0,可,低,3.6,メール
2025-07-05,V000930,東京湾岸エナジー,電力,スポット,AX-2000,再訪問対応,149,75509,22614,98123,達成,未解決,なし,E008,143.5,不可,中,4.5,電話
2025-07-06,V000931,日本橋製薬,製薬,ベーシック,MX-100,予防保全,99,60334,13533,73867,達成,解決,なし,E002,103.1,不可,低,4.0,メール
2025-07-06,V000932,東京湾岸エナジー,電力,プレミアム,AX-2000,再訪問対応,123,6586,21266,27852,達成,解決,なし,E007,55.8,不可,低,4.1,電話
2025-07-06,V000933,暮らしの匠,小売,ベーシック,MX-100,ソフトウェア更新,57,0,9806,9806,達成,解決,なし,E019,125.7,可,低,3.5,アプリ
2025-07-06,V000934,東洋精機,製造業,ベーシック,PX-50,定期点検,113,0,16113,16113,達成,解決,なし,E002,33.2,不可,低,4.1,電話
2025-07-06,V000935,暮らしの匠,小売,ベーシック,PX-80,再訪問対応,120,32778,18993,51771,達成,未解決,あり,E002,146.2,不可,高,5.0,現地
2025-07-07,V000936,みどり市役所,公共,スタンダード,RX-500,緊急修理,146,50142,20722,70864,達成,解決,なし,E022,86.1,不可,低,4.2,メール
2025-07-07,V000937,東北ロジスティクス,物流,スタンダード,AX-1000,再訪問対応,102,47539,16698,64237,達成,解決,なし,E016,28.3,不可,中,3.8,現地
2025-07-08,V000938,株式会社ミライテック,IT,スポット,MX-200,予防保全,132,61083,21484,82567,達成,解決,なし,E002,155.4,不可,低,3.7,メール
2025-07-09,V000939,東都フィナンシャル証券,金融,ベーシック,MX-300,予防保全,98,77195,11737,88932,達成,解決,なし,E023,147.3,不可,低,3.0,アプリ
2025-07-09,V000940,東洋精機,製造業,スタンダード,MX-200,予防保全,82,74148,12835,86983,達成,解決,なし,E023,31.3,不可,低,3.8,メール
2025-07-09,V000941,株式会社ネクストブリッジ,IT,スタンダード,AX-1000,予防保全,107,48023,17386,65409,未達,解決,なし,E008,124.4,不可,高,2.9,アプリ
2025-07-10,V000942,大和精機製作所,製造業,ベーシック,PX-50,再訪問対応,144,11464,22844,34308,達成,未解決,あり,E010,56.6,不可,中,4.2,Web
2025-07-10,V000943,東都フィナンシャル証券,金融,プレミアム,PX-50,定期点検,101,0,15921,15921,達成,解決,なし,E004,13.9,不可,低,4.9,アプリ
2025-07-11,V000944,暮らしの匠,小売,ベーシック,MX-100,再訪問対応,110,79291,19180,98471,達成,解決,なし,E022,115.1,不可,中,4.3,アプリ
2025-07-12,V000945,暮らしの匠,小売,スタンダード,AX-1000,定期点検,101,0,16552,16552,達成,解決,なし,E012,77.2,不可,中,3.2,アプリ
2025-07-12,V000946,暮らしの匠,小売,スタンダード,RX-500,定期点検,121,0,19371,19371,達成,解決,なし,E024,166.2,不可,低,4.4,メール
2025-07-12,V000947,東京湾岸エナジー,電力,スポット,MX-100,部品交換,126,3349,19891,23240,達成,未解決,なし,E001,107.6,不可,中,4.5,現地
2025-07-13,V000948,株式会社ネクストブリッジ,IT,スタンダード,RX-500,部品交換,158,8385,20180,28565,達成,解決,なし,E006,22.9,不可,中,3.7,アプリ
2025-07-15,V000949,東和建設,建設,プレミアム,PX-80,予防保全,126,28099,18112,46211,達成,解決,なし,E024,46.3,不可,低,4.8,Web
2025-07-15,V000950,花鳥風月,観光,プレミアム,MX-300,緊急修理,165,60283,27487,87770,達成,解決,なし,E006,170.8,不可,低,3.7,Web
2025-07-16,V000951,大和精機製作所,製造業,スポット,MX-100,ソフトウェア更新,51,0,6924,6924,達成,未解決,あり,E014,98.7,可,低,3.0,現地
2025-07-16,V000952,東北ロジスティクス,物流,プレミアム,MX-200,部品交換,84,33880,14570,48450,達成,解決,なし,E006,157.8,不可,低,4.1,電話
2025-07-17,V000953,東都フィナンシャル証券,金融,ベーシック,RX-500,再訪問対応,129,26315,19446,45761,未達,解決,なし,E007,22.6,不可,低,3.4,Web
2025-07-17,V000954,東和建設,建設,ベーシック,AX-2000,定期点検,117,0,15047,15047,達成,解決,なし,E005,96.4,不可,低,4.0,メール
2025-07-17,V000955,暮らしの匠,小売,ベーシック,PX-50,緊急修理,155,74487,23922,98409,達成,解決,なし,E005,98.4,不可,中,4.3,Web
2025-07-18,V000956,みどり市役所,公共,プレミアム,MX-200,ソフトウェア更新,60,0,10127,10127,達成,未解決,あり,E002,66.4,可,低,4.8,アプリ
2025-07-18,V000957,東洋精機,製造業,スタンダード,AX-2000,定期点検,72,0,12135,12135,達成,解決,なし,E016,42.0,不可,高,4.4,現地
2025-07-18,V000958,暮らしの匠,小売,スタンダード,AX-2000,再訪問対応,132,67160,21663,88823,達成,解決,なし,E003,79.0,不可,低,4.6,現地
2025-07-19,V000959,大和精機製作所,製造業,ベーシック,MX-300,再訪問対応,120,46758,15749,62507,達成,解決,なし,E010,97.3,不可,低,4.7,アプリ
2025-07-19,V000960,東都フィナンシャル証券,金融,スタンダード,MX-300,ソフトウェア更新,78,0,11945,11945,達成,解決,なし,E010,13.2,可,高,3.9,現地
2025-07-19,V000961,東都フィナンシャル証券,金融,スタンダード,AX-1000,緊急修理,125,69852,19665,89517,達成,解決,なし,E022,51.6,不可,中,4.9,Web
2025-07-19,V000962,花鳥風月,観光,ベーシック,MX-300,再訪問対応,102,62645,15373,78018,達成,未解決,あり,E010,32.9,不可,中,3.9,Web
2025-07-19,V000963,東京湾岸エナジー,電力,ベーシック,AX-1000,緊急修理,103,76473,14639,91112,未達,未解決,あり,E003,62.8,不可,低,3.7,メール
2025-07-20,V000964,大和精機製作所,製造業,スタンダード,AX-2000,定期点検,37,0,5496,5496,達成,未解決,あり,E014,148.2,不可,中,4.0,Web
2025-07-20,V000965,東和建設,建設,スポット,RX-500,予防保全,94,18110,12717,30827,達成,解決,なし,E003,144.6,不可,低,4.3,メール
2025-07-20,V000966,大和精機製作所,製造業,スタンダード,MX-300,定期点検,103,0,15414,15414,未達,解決,なし,E020,3.8,不可,低,4.2,メール
2025-07-20,V000967,東和建設,建設,スタンダード,PX-50,予防保全,88,5008,13090,18098,達成,未解決,なし,E013,58.4,不可,低,4.3,Web
2025-07-21,V000968,東都フィナンシャル証券,金融,プレミアム,MX-300,定期点検,130,0,15433,15433,達成,解決,なし,E008,45.8,不可,低,3.9,アプリ
