日付,社員ID,部門,職位,出勤,退勤,所定時間分,残業時間分,深夜時間分,休暇種別,有休消化日数,テレワーク,フレックス利用,打刻漏れ,36協定残量分,プロジェクトID,勤務地,シフトパターン,曜日,業務カテゴリ
2026-02-16,EMP0055,経理部,主任,09:36,17:59,480,23,0,,0.8,なし,なし,なし,1654,PJ0019,工場,通常,月,事務
2026-02-16,EMP0006,情報システム部,主任,09:08,18:11,480,63,0,,0.7,なし,なし,なし,1337,PJ0017,名古屋オフィス,フレックス,月,事務
2026-02-16,EMP0135,営業1部,主任,09:07,17:29,480,22,0,,0.0,あり,あり,なし,800,PJ0016,本社,フレックス,月,サポート
2026-02-16,EMP0136,製造1部,主任,08:31,16:16,480,45,0,,0.6,なし,なし,なし,1000,PJ0017,名古屋オフィス,夜勤,月,サポート
2026-02-16,EMP0066,人事部,係長,09:52,18:32,480,100,0,,0.8,なし,なし,なし,1378,PJ0012,大阪オフィス,シフトA,月,管理
2026-02-16,EMP0019,人事部,課長,08:58,16:20,480,22,0,,0.0,なし,なし,あり,1612,PJ0011,大阪オフィス,夜勤,月,会議
2026-02-16,EMP0161,R&D部,部長,09:31,17:31,480,0,0,,0.3,なし,あり,なし,1433,PJ0022,大阪オフィス,シフトB,月,管理
2026-02-16,EMP0004,営業2部,主任,08:56,16:56,480,0,0,,0.4,なし,なし,なし,1674,PJ0013,大阪オフィス,夜勤,月,事務
2026-02-16,EMP0056,情報システム部,一般,09:44,18:56,480,72,0,,0.5,なし,あり,なし,1041,PJ0013,名古屋オフィス,シフトA,月,会議
2026-02-16,EMP0189,DX推進部,一般,08:19,16:19,480,0,0,,0.4,なし,あり,なし,1522,PJ0006,福岡オフィス,通常,月,製造
2026-05-12,EMP0186,製造2部,一般,,,0,0,0,有給,0.2,なし,なし,なし,1502,PJ0014,工場,夜勤,火,製造
2026-05-12,EMP0032,情報システム部,課長,09:52,17:52,480,0,0,,0.8,あり,なし,なし,1154,PJ0013,福岡オフィス,シフトA,火,営業活動
2026-05-12,EMP0105,R&D部,主任,08:59,17:39,480,100,5,,0.2,あり,あり,なし,1105,PJ0007,大阪オフィス,通常,火,サポート
2026-05-12,EMP0010,製造2部,一般,10:44,18:21,480,37,0,,0.1,なし,なし,なし,1382,PJ0016,大阪オフィス,通常,火,営業活動
2026-05-12,EMP0061,マーケ部,主任,08:13,16:13,480,0,0,,0.6,なし,なし,なし,987,PJ0010,本社,夜勤,火,事務
2026-05-12,EMP0122,営業1部,一般,08:10,16:10,480,0,0,,0.1,なし,なし,なし,808,PJ0001,大阪オフィス,通常,火,管理
2026-05-12,EMP0152,製造2部,主任,08:54,16:27,480,33,0,,0.5,なし,なし,なし,969,PJ0008,リモート,通常,火,会議
2026-05-12,EMP0028,情報システム部,課長,08:22,16:19,480,57,0,,0.7,あり,なし,なし,1742,PJ0012,大阪オフィス,シフトB,火,会議
2026-05-12,EMP0075,マーケ部,課長,08:42,16:45,480,3,0,,0.5,なし,なし,あり,1041,PJ0019,福岡オフィス,フレックス,火,会議
2026-05-12,EMP0110,総務部,課長,09:52,17:52,480,0,0,,0.4,なし,あり,なし,1155,PJ0007,名古屋オフィス,通常,火,事務
2026-05-12,EMP0154,営業1部,一般,09:43,17:43,480,0,0,,0.7,あり,なし,あり,985,PJ0026,福岡オフィス,シフトA,火,会議
2026-05-12,EMP0151,営業2部,係長,08:12,16:46,480,34,0,,0.5,なし,なし,なし,1739,PJ0018,工場,夜勤,火,開発
2025-01-24,EMP0014,営業1部,一般,08:17,16:42,480,25,0,,0.7,なし,なし,なし,789,PJ0013,本社,夜勤,金,事務
2025-01-24,EMP0054,営業2部,係長,09:04,17:56,480,52,0,,0.4,なし,あり,あり,860,PJ0015,名古屋オフィス,夜勤,金,営業活動
2025-01-24,EMP0030,総務部,一般,08:45,16:10,480,25,0,,0.2,なし,なし,なし,1139,PJ0022,大阪オフィス,シフトA,金,営業活動
2025-01-24,EMP0038,経理部,係長,09:00,17:55,480,55,0,,0.9,あり,なし,なし,711,PJ0023,工場,夜勤,金,管理
2025-01-24,EMP0043,DX推進部,課長,09:57,17:57,480,0,0,,0.5,なし,なし,あり,1264,PJ0013,福岡オフィス,シフトB,金,事務
2025-01-24,EMP0092,人事部,一般,,,0,0,0,有給,0.5,なし,なし,なし,1875,PJ0001,大阪オフィス,フレックス,金,製造
2025-01-24,EMP0137,マーケ部,一般,08:04,16:04,480,0,0,,0.4,あり,なし,なし,1812,PJ0007,リモート,シフトA,金,製造
2025-01-24,EMP0005,経理部,係長,09:39,17:39,480,0,0,,0.7,なし,なし,なし,1558,PJ0012,名古屋オフィス,夜勤,金,管理
2025-01-24,EMP0192,マーケ部,課長,08:22,16:09,480,47,0,,0.1,なし,あり,なし,1216,PJ0003,福岡オフィス,フレックス,金,管理
2025-01-24,EMP0160,経理部,課長,09:47,17:01,480,14,0,,0.6,あり,なし,なし,946,PJ0018,本社,シフトB,金,営業活動
2025-01-24,EMP0017,経理部,一般,10:13,18:01,480,48,0,,0.4,あり,なし,なし,1087,PJ0016,本社,夜勤,金,事務
2025-01-24,EMP0172,製造1部,一般,09:41,17:52,480,11,0,,0.7,あり,あり,なし,1543,PJ0019,工場,通常,金,サポート
2026-04-14,EMP0125,製造1部,一般,09:16,17:16,480,0,0,,0.8,あり,なし,なし,747,PJ0018,工場,フレックス,火,会議
2026-04-14,EMP0004,営業2部,主任,09:38,17:38,480,0,0,,0.5,あり,なし,なし,1294,PJ0026,リモート,通常,火,営業活動
2026-04-14,EMP0040,マーケ部,一般,10:07,18:23,480,16,0,,0.8,あり,なし,なし,1321,PJ0016,リモート,夜勤,火,開発
2026-04-14,EMP0165,マーケ部,主任,08:37,16:00,480,23,0,,0.0,なし,なし,なし,732,PJ0020,名古屋オフィス,シフトA,火,製造
2026-04-14,EMP0098,マーケ部,一般,09:11,17:35,480,24,0,,0.4,なし,なし,なし,1427,PJ0013,工場,フレックス,火,営業活動
2026-04-14,EMP0048,DX推進部,一般,08:51,16:51,480,0,0,,0.9,なし,なし,なし,1415,PJ0027,福岡オフィス,通常,火,サポート
2026-04-14,EMP0189,DX推進部,一般,08:15,16:32,480,17,0,,0.5,あり,なし,なし,975,PJ0012,リモート,通常,火,製造
2026-04-14,EMP0192,マーケ部,課長,09:55,17:55,480,0,0,,0.4,なし,あり,なし,1817,PJ0026,福岡オフィス,夜勤,火,事務
2026-04-14,EMP0158,人事部,課長,08:34,16:51,480,17,0,,0.2,なし,あり,なし,1755,PJ0028,福岡オフィス,夜勤,火,開発
2026-04-14,EMP0059,製造1部,係長,,,0,0,0,有給,0.5,あり,なし,なし,1374,PJ0010,名古屋オフィス,シフトB,火,製造
2026-04-14,EMP0159,人事部,主任,,,0,0,0,傷病,0.1,あり,なし,なし,917,PJ0002,大阪オフィス,シフトB,火,会議
2026-04-14,EMP0148,製造1部,一般,09:12,17:14,480,2,0,,0.3,なし,あり,なし,1368,PJ0016,リモート,シフトA,火,事務
2025-04-02,EMP0006,情報システム部,主任,09:11,17:51,480,40,0,,0.6,あり,なし,なし,1570,PJ0018,リモート,夜勤,水,製造
2025-04-02,EMP0032,情報システム部,課長,09:13,17:00,480,47,0,,0.8,あり,あり,なし,675,PJ0025,本社,フレックス,水,会議
2025-04-02,EMP0099,総務部,一般,09:28,18:52,480,84,0,,0.4,あり,あり,なし,1022,PJ0018,工場,シフトB,水,会議
2025-04-02,EMP0093,DX推進部,一般,09:08,17:10,480,2,0,,0.0,なし,なし,なし,1527,PJ0013,リモート,夜勤,水,管理
2025-04-02,EMP0180,営業2部,一般,08:52,16:59,480,7,0,,0.3,あり,なし,なし,1180,PJ0027,工場,フレックス,水,営業活動
2025-04-02,EMP0025,総務部,一般,10:40,18:42,480,2,0,,0.9,あり,なし,なし,842,PJ0021,福岡オフィス,シフトB,水,事務
2025-04-02,EMP0015,情報システム部,一般,,,0,0,0,有給,0.6,なし,なし,なし,1780,PJ0010,リモート,夜勤,水,会議
2025-04-02,EMP0177,製造1部,課長,10:43,19:49,480,66,0,,0.1,なし,あり,なし,1492,PJ0025,福岡オフィス,シフトA,水,製造
2025-04-02,EMP0076,製造1部,係長,10:29,18:29,480,0,0,,0.3,なし,なし,なし,1512,PJ0010,本社,シフトB,水,管理
2025-04-02,EMP0176,営業2部,係長,09:04,17:04,480,0,0,,0.8,なし,あり,なし,1737,PJ0029,名古屋オフィス,フレックス,水,サポート
2025-04-02,EMP0001,経理部,主任,09:58,17:22,480,24,0,,0.5,あり,あり,なし,883,PJ0004,リモート,通常,水,会議
2025-04-02,EMP0008,R&D部,係長,08:27,16:33,480,6,0,,0.1,なし,なし,なし,930,PJ0022,福岡オフィス,夜勤,水,開発
2025-09-02,EMP0176,営業2部,係長,09:44,17:44,480,0,0,,0.6,あり,あり,なし,1424,PJ0015,リモート,シフトB,火,管理
2025-09-02,EMP0177,製造1部,課長,08:03,16:32,480,29,0,,0.3,なし,なし,なし,1402,PJ0014,工場,シフトA,火,管理
2025-09-02,EMP0194,営業1部,係長,09:54,17:54,480,0,0,,0.1,なし,なし,なし,744,PJ0010,工場,シフトB,火,管理
2025-09-02,EMP0048,DX推進部,一般,08:40,17:48,480,68,0,,0.2,なし,なし,なし,1614,PJ0009,リモート,フレックス,火,営業活動
2025-09-02,EMP0002,製造1部,一般,,,0,0,0,代休,0.4,なし,なし,なし,1561,PJ0014,工場,シフトA,火,事務
2025-09-02,EMP0091,製造1部,主任,,,0,0,0,特別休暇,0.8,なし,あり,なし,843,PJ0005,工場,通常,火,開発
2025-09-02,EMP0028,情報システム部,課長,09:16,17:22,480,6,0,,0.8,なし,なし,なし,962,PJ0003,名古屋オフィス,シフトB,火,営業活動
2025-09-02,EMP0190,営業1部,主任,09:10,17:41,480,31,0,,0.8,なし,あり,なし,777,PJ0003,リモート,夜勤,火,開発
2025-09-02,EMP0074,DX推進部,一般,09:38,17:22,480,44,0,,0.1,あり,なし,なし,1717,PJ0013,リモート,夜勤,火,サポート
2025-09-02,EMP0109,情報システム部,主任,09:30,17:51,480,21,0,,0.9,なし,あり,なし,1783,PJ0007,工場,フレックス,火,製造
2025-09-02,EMP0029,情報システム部,一般,09:28,17:31,480,3,0,,0.6,なし,なし,あり,698,PJ0018,工場,シフトB,火,製造
2025-09-02,EMP0105,R&D部,主任,09:50,18:54,480,64,0,,0.4,あり,なし,なし,1490,PJ0004,本社,シフトA,火,営業活動
2025-10-15,EMP0192,マーケ部,課長,08:25,16:49,480,24,0,,1.0,なし,なし,なし,1341,PJ0001,本社,夜勤,水,会議
2025-10-15,EMP0128,製造2部,一般,09:37,18:07,480,90,0,,0.2,あり,なし,なし,1361,PJ0027,大阪オフィス,シフトA,水,管理
2025-10-15,EMP0080,営業1部,一般,,,0,0,0,傷病,0.5,なし,あり,なし,1860,PJ0001,工場,フレックス,水,サポート
2025-10-15,EMP0182,DX推進部,主任,09:14,17:14,480,0,0,,0.8,なし,あり,なし,1486,PJ0005,リモート,シフトB,水,管理
2025-10-15,EMP0008,R&D部,係長,08:48,17:58,480,70,0,,0.4,あり,なし,なし,974,PJ0016,工場,シフトA,水,管理
2025-10-15,EMP0198,製造1部,主任,09:50,17:50,480,0,0,,0.2,あり,あり,なし,1203,PJ0013,リモート,夜勤,水,事務
2025-10-15,EMP0189,DX推進部,一般,09:37,17:37,480,0,0,,0.8,なし,あり,なし,1139,PJ0027,本社,通常,水,事務
2025-10-15,EMP0084,マーケ部,一般,,,0,0,0,有給,0.5,なし,あり,なし,1400,PJ0020,福岡オフィス,通常,水,サポート
2025-10-15,EMP0138,DX推進部,主任,09:11,17:51,480,40,0,,0.3,あり,あり,なし,1642,PJ0009,福岡オフィス,夜勤,水,管理
2025-10-15,EMP0007,営業1部,一般,09:39,18:08,480,89,0,,0.0,あり,なし,なし,1007,PJ0019,福岡オフィス,シフトB,水,管理
2025-10-15,EMP0120,製造1部,部長,08:41,17:42,480,61,0,,0.9,なし,あり,なし,1745,PJ0009,大阪オフィス,夜勤,水,営業活動
2025-10-15,EMP0164,情報システム部,一般,08:31,17:15,480,104,0,,0.4,なし,あり,なし,1027,PJ0002,工場,通常,水,開発
2024-05-31,EMP0125,製造1部,一般,09:10,17:10,480,0,0,,0.5,なし,なし,なし,1739,PJ0023,名古屋オフィス,シフトA,金,営業活動
2024-05-31,EMP0045,マーケ部,係長,08:14,16:44,480,30,0,,0.7,なし,なし,なし,1450,PJ0022,本社,フレックス,金,サポート
2024-05-31,EMP0098,マーケ部,一般,08:06,17:45,480,99,0,,0.5,なし,あり,なし,1718,PJ0025,工場,夜勤,金,開発
2024-05-31,EMP0196,マーケ部,主任,09:31,17:31,480,0,0,,0.7,あり,なし,なし,1226,PJ0008,工場,シフトB,金,事務
2024-05-31,EMP0066,人事部,係長,10:33,18:23,480,50,0,,0.9,なし,なし,なし,946,PJ0014,本社,シフトA,金,サポート
2024-05-31,EMP0089,営業1部,課長,09:20,17:31,480,11,0,,0.1,なし,なし,なし,1254,PJ0016,福岡オフィス,シフトA,金,製造
2024-05-31,EMP0193,DX推進部,係長,09:05,17:20,480,15,0,,1.0,なし,なし,なし,1052,PJ0007,本社,通常,金,管理
2024-05-31,EMP0194,営業1部,係長,08:46,16:46,480,0,0,,0.8,あり,なし,なし,1288,PJ0020,リモート,フレックス,金,営業活動
2024-05-31,EMP0083,R&D部,一般,09:32,17:32,480,0,0,,0.7,なし,なし,なし,1430,PJ0007,工場,夜勤,金,製造
2024-05-31,EMP0107,製造2部,一般,09:54,17:54,480,0,0,,0.9,なし,あり,なし,1036,PJ0022,工場,夜勤,金,製造
2024-05-31,EMP0116,営業2部,一般,,,0,0,0,慶弔,0.7,なし,あり,なし,1531,PJ0021,大阪オフィス,通常,金,営業活動
2024-05-31,EMP0033,情報システム部,主任,08:36,16:36,480,0,0,,0.3,あり,あり,なし,930,PJ0016,名古屋オフィス,フレックス,金,サポート
2024-10-14,EMP0183,R&D部,一般,09:37,18:13,480,96,15,,0.5,なし,なし,なし,1742,PJ0018,名古屋オフィス,シフトB,月,管理
2024-10-14,EMP0044,人事部,一般,08:08,16:22,480,14,0,,0.9,なし,あり,なし,838,PJ0007,大阪オフィス,通常,月,会議
2024-10-14,EMP0085,総務部,一般,10:23,19:27,480,64,0,,0.3,なし,なし,なし,979,PJ0022,大阪オフィス,シフトB,月,開発
2024-10-14,EMP0115,R&D部,主任,08:39,16:39,480,0,0,,0.4,あり,あり,なし,883,PJ0027,リモート,シフトB,月,製造
2024-10-14,EMP0147,R&D部,係長,09:44,17:18,480,34,0,,0.7,なし,なし,なし,1191,PJ0013,リモート,夜勤,月,製造
2024-10-14,EMP0171,R&D部,課長,08:25,16:25,480,0,0,,0.9,なし,なし,なし,1686,PJ0029,本社,シフトA,月,開発
2024-10-14,EMP0080,営業1部,一般,08:00,16:43,480,43,0,,0.2,あり,あり,なし,1496,PJ0006,工場,夜勤,月,製造
2024-10-14,EMP0116,営業2部,一般,08:22,17:23,480,61,0,,0.5,なし,なし,なし,738,PJ0007,福岡オフィス,通常,月,営業活動
2024-10-14,EMP0150,総務部,係長,,,0,0,0,傷病,0.5,あり,なし,なし,980,PJ0006,大阪オフィス,シフトA,月,開発
2024-10-14,EMP0061,マーケ部,主任,08:57,17:12,480,75,0,,0.0,なし,なし,なし,803,PJ0017,名古屋オフィス,フレックス,月,事務
2024-10-14,EMP0172,製造1部,一般,08:25,16:06,480,41,0,,0.8,あり,なし,なし,1233,PJ0025,大阪オフィス,フレックス,月,製造
2024-10-14,EMP0193,DX推進部,係長,10:35,18:49,480,14,0,,0.3,なし,あり,なし,1080,PJ0021,工場,フレックス,月,事務
2026-01-07,EMP0013,製造2部,主任,09:38,18:01,480,83,0,,0.4,なし,なし,なし,734,PJ0004,名古屋オフィス,通常,水,事務
2026-01-07,EMP0114,DX推進部,一般,08:09,16:09,480,0,0,,0.6,あり,なし,なし,1395,PJ0010,本社,夜勤,水,開発
2026-01-07,EMP0115,R&D部,主任,08:37,17:41,480,64,0,,0.1,なし,あり,なし,1579,PJ0007,本社,フレックス,水,営業活動
2026-01-07,EMP0009,営業2部,一般,10:51,18:51,480,0,0,,0.2,なし,なし,なし,1418,PJ0019,福岡オフィス,通常,水,製造
2026-01-07,EMP0049,総務部,係長,08:17,16:34,480,17,0,,0.7,なし,なし,なし,1619,PJ0019,リモート,夜勤,水,管理
2026-01-07,EMP0018,営業2部,主任,08:55,17:39,480,104,0,,0.8,なし,なし,なし,904,PJ0029,リモート,フレックス,水,事務
2026-01-07,EMP0117,営業1部,主任,09:40,17:19,480,39,0,,0.3,なし,あり,なし,1019,PJ0011,工場,通常,水,営業活動
2026-01-07,EMP0078,経理部,課長,10:28,18:30,480,2,0,,0.0,あり,あり,なし,1750,PJ0012,リモート,夜勤,水,事務
2026-01-07,EMP0021,マーケ部,課長,09:10,18:12,480,62,0,,0.5,なし,あり,なし,1548,PJ0026,福岡オフィス,フレックス,水,サポート
2026-01-07,EMP0032,情報システム部,課長,08:00,16:47,480,47,0,,0.7,なし,あり,なし,1331,PJ0027,リモート,フレックス,水,営業活動
2026-01-07,EMP0099,総務部,一般,08:22,16:39,480,17,0,,1.0,あり,あり,なし,1162,PJ0003,リモート,通常,水,開発
2026-01-07,EMP0194,営業1部,係長,09:54,17:12,480,18,0,,0.0,あり,なし,なし,1465,PJ0007,名古屋オフィス,シフトA,水,製造
2024-11-18,EMP0061,マーケ部,主任,08:42,16:04,480,22,0,,0.2,あり,なし,なし,1384,PJ0027,工場,シフトA,月,営業活動
2024-11-18,EMP0171,R&D部,課長,09:59,18:08,480,69,0,,0.5,あり,なし,なし,1521,PJ0012,大阪オフィス,シフトA,月,会議
2024-11-18,EMP0176,営業2部,係長,08:58,16:12,480,14,0,,0.1,なし,あり,なし,1214,PJ0025,福岡オフィス,シフトA,月,開発
2024-11-18,EMP0190,営業1部,主任,08:45,16:06,480,21,0,,0.1,あり,あり,なし,1696,PJ0027,名古屋オフィス,夜勤,月,会議
2024-11-18,EMP0169,経理部,課長,10:35,18:29,480,54,0,,1.0,あり,なし,なし,1082,PJ0014,本社,シフトB,月,製造
2024-11-18,EMP0117,営業1部,主任,09:42,17:11,480,29,0,,0.4,なし,なし,なし,811,PJ0028,名古屋オフィス,フレックス,月,会議
2024-11-18,EMP0034,DX推進部,主任,08:54,16:04,480,10,0,,0.3,なし,あり,なし,1541,PJ0008,工場,夜勤,月,事務
2024-11-18,EMP0179,製造2部,一般,09:29,17:33,480,4,0,,0.5,なし,なし,なし,1201,PJ0015,福岡オフィス,通常,月,事務
2024-11-18,EMP0174,R&D部,一般,09:48,17:11,480,23,0,,0.3,あり,あり,なし,1452,PJ0017,本社,夜勤,月,営業活動
2024-11-18,EMP0032,情報システム部,課長,09:26,17:26,480,0,0,,0.3,なし,あり,なし,1602,PJ0008,大阪オフィス,フレックス,月,事務
2024-11-18,EMP0091,製造1部,主任,08:24,16:08,480,44,0,,0.0,あり,なし,なし,1654,PJ0005,名古屋オフィス,通常,月,会議
2024-11-18,EMP0111,情報システム部,一般,09:59,18:24,480,85,0,,1.0,なし,なし,なし,715,PJ0026,工場,シフトA,月,開発
2025-09-19,EMP0106,人事部,一般,09:30,18:47,480,77,0,,0.7,なし,なし,なし,1100,PJ0003,本社,シフトA,金,サポート
2025-09-19,EMP0141,人事部,主任,09:27,17:46,480,19,0,,0.2,あり,あり,なし,843,PJ0016,リモート,通常,金,会議
2025-09-19,EMP0034,DX推進部,主任,08:04,16:20,480,16,0,,0.7,あり,なし,なし,1532,PJ0015,名古屋オフィス,シフトA,金,サポート
2025-09-19,EMP0054,営業2部,係長,,,0,0,0,代休,0.7,あり,なし,なし,1650,PJ0029,本社,シフトA,金,管理
2025-09-19,EMP0049,総務部,係長,09:39,17:06,480,27,0,,0.2,なし,あり,なし,1535,PJ0015,工場,フレックス,金,製造
2025-09-19,EMP0072,人事部,一般,09:14,17:42,480,28,0,,0.7,なし,なし,なし,1624,PJ0015,本社,通常,金,製造
2025-09-19,EMP0137,マーケ部,一般,10:21,18:13,480,52,0,,0.8,なし,なし,なし,1664,PJ0005,大阪オフィス,フレックス,金,会議
2025-09-19,EMP0069,DX推進部,課長,09:32,17:46,480,14,0,,1.0,あり,なし,なし,941,PJ0026,大阪オフィス,シフトB,金,開発
2025-09-19,EMP0062,R&D部,課長,09:04,17:11,480,7,0,,0.8,なし,あり,なし,1754,PJ0001,名古屋オフィス,夜勤,金,営業活動
2025-09-19,EMP0008,R&D部,係長,08:30,17:41,480,71,0,,0.1,あり,あり,なし,1057,PJ0003,リモート,シフトA,金,事務
2025-09-19,EMP0159,人事部,主任,09:48,17:40,480,52,0,,0.4,なし,なし,なし,1734,PJ0017,工場,夜勤,金,サポート
2025-09-19,EMP0150,総務部,係長,09:59,18:02,480,63,0,,0.0,あり,あり,なし,1392,PJ0002,工場,夜勤,金,開発
2025-05-13,EMP0023,営業1部,課長,08:22,16:35,480,13,0,,0.9,あり,なし,なし,1390,PJ0019,福岡オフィス,シフトA,火,会議
2025-05-13,EMP0061,マーケ部,主任,,,0,0,0,有給,0.2,なし,なし,なし,1623,PJ0007,福岡オフィス,シフトA,火,サポート
2025-05-13,EMP0031,営業2部,一般,09:33,17:49,480,16,0,,0.9,あり,なし,なし,1546,PJ0017,リモート,シフトA,火,製造
2025-05-13,EMP0154,営業1部,一般,09:00,17:59,480,59,0,,0.9,あり,なし,なし,964,PJ0006,福岡オフィス,フレックス,火,管理
2025-05-13,EMP0150,総務部,係長,09:18,17:18,480,0,0,,0.2,あり,あり,なし,1736,PJ0006,福岡オフィス,フレックス,火,会議
2025-05-13,EMP0051,DX推進部,一般,08:02,16:02,480,0,0,,0.1,あり,なし,なし,1239,PJ0003,本社,シフトB,火,管理
2025-05-13,EMP0189,DX推進部,一般,09:12,17:28,480,16,0,,0.3,あり,なし,なし,936,PJ0003,福岡オフィス,シフトA,火,開発
2025-05-13,EMP0072,人事部,一般,08:13,16:33,480,20,0,,0.7,あり,あり,なし,1704,PJ0021,本社,フレックス,火,サポート
2025-05-13,EMP0175,営業2部,一般,,,0,0,0,特別休暇,0.4,あり,なし,なし,1169,PJ0025,大阪オフィス,フレックス,火,サポート
2025-05-13,EMP0092,人事部,一般,,,0,0,0,有給,0.4,あり,あり,なし,1786,PJ0029,本社,フレックス,火,営業活動
2025-05-13,EMP0177,製造1部,課長,08:40,16:51,480,11,0,,0.2,あり,なし,なし,868,PJ0016,名古屋オフィス,シフトA,火,開発
2025-05-13,EMP0188,DX推進部,一般,09:52,17:57,480,5,0,,0.4,あり,なし,あり,1636,PJ0007,福岡オフィス,シフトA,火,営業活動
2024-09-11,EMP0002,製造1部,一般,08:03,16:30,480,27,0,,0.3,あり,なし,なし,1097,PJ0024,大阪オフィス,シフトB,水,サポート
2024-09-11,EMP0048,DX推進部,一般,,,0,0,0,特別休暇,0.7,なし,あり,なし,1425,PJ0006,福岡オフィス,シフトA,水,事務
2024-09-11,EMP0179,製造2部,一般,09:01,17:50,480,49,0,,0.4,なし,なし,なし,1300,PJ0002,本社,シフトB,水,営業活動
2024-09-11,EMP0088,営業1部,係長,09:58,18:59,480,61,0,,0.3,なし,なし,なし,801,PJ0015,名古屋オフィス,シフトB,水,サポート
2024-09-11,EMP0196,マーケ部,主任,09:50,19:57,480,127,22,,0.1,なし,なし,なし,1355,PJ0011,工場,シフトB,水,会議
2024-09-11,EMP0098,マーケ部,一般,08:41,16:26,480,45,0,,0.3,あり,なし,なし,898,PJ0015,リモート,通常,水,営業活動
2024-09-11,EMP0119,製造2部,一般,09:59,17:04,480,5,0,,0.6,あり,なし,なし,1059,PJ0027,本社,夜勤,水,開発
2024-09-11,EMP0006,情報システム部,主任,09:39,18:05,480,86,0,,0.5,なし,あり,なし,1620,PJ0027,福岡オフィス,フレックス,水,管理
2024-09-11,EMP0072,人事部,一般,09:51,17:51,480,0,0,,0.5,なし,なし,なし,1111,PJ0028,福岡オフィス,シフトB,水,サポート
2024-09-11,EMP0183,R&D部,一般,,,0,0,0,代休,0.5,なし,あり,なし,1024,PJ0023,名古屋オフィス,夜勤,水,会議
2024-09-11,EMP0118,製造2部,一般,09:54,17:45,480,51,0,,0.8,なし,あり,なし,815,PJ0025,大阪オフィス,フレックス,水,製造
2024-09-11,EMP0074,DX推進部,一般,08:43,16:43,480,0,0,,1.0,あり,なし,なし,1027,PJ0025,福岡オフィス,通常,水,サポート
2026-04-30,EMP0184,人事部,課長,,,0,0,0,慶弔,0.4,あり,なし,なし,1124,PJ0002,本社,通常,木,事務
2026-04-30,EMP0182,DX推進部,主任,10:39,19:50,480,71,0,,0.8,なし,なし,なし,1308,PJ0029,本社,シフトA,木,開発
2026-04-30,EMP0003,経理部,係長,,,0,0,0,傷病,0.7,なし,なし,なし,1275,PJ0023,本社,フレックス,木,製造
2026-04-30,EMP0025,総務部,一般,09:40,17:40,480,0,0,,0.7,なし,あり,なし,1833,PJ0002,名古屋オフィス,夜勤,木,管理
2026-04-30,EMP0155,人事部,一般,09:30,17:30,480,0,0,,0.8,なし,なし,なし,1617,PJ0014,名古屋オフィス,フレックス,木,事務
2026-04-30,EMP0075,マーケ部,課長,09:42,17:02,480,20,0,,0.1,なし,なし,なし,1134,PJ0021,工場,シフトB,木,製造
2026-04-30,EMP0111,情報システム部,一般,08:09,16:11,480,2,0,,0.8,なし,なし,なし,1086,PJ0013,大阪オフィス,通常,木,営業活動
2026-04-30,EMP0130,総務部,係長,09:17,17:47,480,30,0,,0.8,あり,なし,なし,827,PJ0006,工場,シフトA,木,会議
2026-04-30,EMP0117,営業1部,主任,,,0,0,0,有給,0.6,なし,なし,なし,803,PJ0013,福岡オフィス,シフトA,木,サポート
2026-04-30,EMP0030,総務部,一般,09:56,17:14,480,18,0,,0.1,あり,なし,なし,1134,PJ0002,リモート,シフトB,木,管理
2026-04-30,EMP0153,人事部,係長,09:49,17:49,480,0,0,,0.7,なし,なし,なし,893,PJ0003,リモート,フレックス,木,管理
2026-04-30,EMP0083,R&D部,一般,10:15,18:24,480,9,0,,0.5,あり,なし,なし,1798,PJ0017,工場,シフトB,木,事務
2025-05-28,EMP0106,人事部,一般,08:40,16:40,480,0,0,,0.7,あり,なし,なし,1469,PJ0002,大阪オフィス,シフトB,水,会議
2025-05-28,EMP0143,営業1部,一般,08:21,16:21,480,0,0,,0.2,なし,なし,なし,1006,PJ0002,名古屋オフィス,夜勤,水,事務
2025-05-28,EMP0117,営業1部,主任,08:12,16:12,480,0,0,,0.3,あり,なし,なし,1344,PJ0027,工場,フレックス,水,製造
2025-05-28,EMP0086,R&D部,一般,09:41,17:38,480,57,0,,0.2,なし,あり,なし,763,PJ0022,福岡オフィス,フレックス,水,サポート
2025-05-28,EMP0038,経理部,係長,08:11,16:11,480,0,0,,0.4,あり,なし,なし,1241,PJ0008,工場,フレックス,水,会議
2025-05-28,EMP0139,経理部,一般,08:54,16:28,480,34,0,,0.1,あり,あり,なし,1477,PJ0014,工場,シフトB,水,サポート
2025-05-28,EMP0184,人事部,課長,09:32,17:09,480,37,0,,0.3,なし,なし,なし,1845,PJ0014,リモート,夜勤,水,事務
2025-05-28,EMP0083,R&D部,一般,08:03,16:03,480,0,0,,0.6,なし,あり,なし,1262,PJ0021,リモート,シフトB,水,会議
2025-05-28,EMP0001,経理部,主任,10:55,18:55,480,0,0,,0.4,あり,あり,なし,1148,PJ0017,福岡オフィス,フレックス,水,サポート
2025-05-28,EMP0154,営業1部,一般,09:50,17:58,480,8,0,,0.3,なし,あり,なし,1536,PJ0006,工場,通常,水,サポート
2025-05-28,EMP0192,マーケ部,課長,10:51,18:31,480,40,0,,0.6,なし,なし,なし,1078,PJ0010,リモート,夜勤,水,営業活動
