請求月,利用日,アカウントID,アカウント名,サービスコード,サービス名,利用タイプ,リージョン,リソースID,利用量,単位,コスト_円,部門,システム,環境
2026-01,2026-01-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-8d32d728bf40,2273.3,GB-月,13640,製造部門,生産管理システム,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-ea595f7d8b2f,5630.6,時間,90090,営業部門,顧客管理(CRM),本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-35e79365bd29,1293.9,時間,36230,営業部門,顧客管理(CRM),本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-45f42d028870,1786.2,GB-月,23220,営業部門,顧客管理(CRM),本番
2026-01,2026-01-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-4aa24517263b,1100.7,GB,15410,営業部門,顧客管理(CRM),本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-afecbd4809b5,200.6,メトリクス,9630,営業部門,顧客管理(CRM),本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-8d08b6a0923b,3050.0,GB-月,9150,営業部門,顧客管理(CRM),本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-509585ee4c9d,4925.6,時間,78810,経営企画部門,データ分析基盤,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-b1f13c96c7e9,17566.7,GB-月,52700,経営企画部門,データ分析基盤,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d48e4c539bf3,1601.5,GB-月,20820,経営企画部門,データ分析基盤,本番
2026-01,2026-01-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-6c0ca7247c02,1178.6,GB,16500,経営企画部門,データ分析基盤,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-6dda8b18fe31,763.9,時間,21390,経営企画部門,データ分析基盤,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-4b2fdf91136e,302.1,メトリクス,14500,経営企画部門,データ分析基盤,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-fa07cef6c9f3,4713.1,時間,75410,管理部門,社内ポータル・グループウェア,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-b219a86e80ba,1716.9,GB-月,22320,管理部門,社内ポータル・グループウェア,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-7a30e5b3780b,504.6,時間,14130,管理部門,社内ポータル・グループウェア,本番
2026-01,2026-01-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-eb3103928700,2344.0,時間,11720,管理部門,社内ポータル・グループウェア,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-a74b98144e35,219.6,メトリクス,10540,管理部門,社内ポータル・グループウェア,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-3b70a77e73d5,2316.7,GB-月,6950,管理部門,社内ポータル・グループウェア,本番
2026-01,2026-01-01,444455556666,開発アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-2fe1a486b200,13562.5,時間,217000,開発部門,開発・検証環境,開発
2026-01,2026-01-01,444455556666,開発アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-5a1f1beb20e4,5131.5,GB-月,66710,開発部門,開発・検証環境,開発
2026-01,2026-01-01,444455556666,開発アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-5e2379cea750,997.1,時間,27920,開発部門,開発・検証環境,開発
2026-01,2026-01-01,444455556666,開発アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-1fae9926cade,282.7,メトリクス,13570,開発部門,開発・検証環境,開発
2026-01,2026-01-01,444455556666,開発アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-809104da2c0a,3510.0,GB-月,10530,開発部門,開発・検証環境,開発
2026-02,2026-02-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-5d4e7eacd3d4,11211.2,時間,179380,管理部門,ERP基幹システム,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-b82588652c47,2212.5,時間,61950,管理部門,ERP基幹システム,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-c9346574db46,2488.5,GB-月,32350,管理部門,ERP基幹システム,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-f1a74376fb95,324.6,メトリクス,15580,管理部門,ERP基幹システム,本番
2026-02,2026-02-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-f32c7227d7a8,5313.3,GB-月,31880,管理部門,ERP基幹システム,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-592e648b9ba0,8593.1,時間,137490,EC事業部,ECサイト,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-da6219ad37ae,1743.6,時間,48820,EC事業部,ECサイト,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d7aa8da513fd,2321.5,GB-月,30180,EC事業部,ECサイト,本番
2026-02,2026-02-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-fd500ad95a5d,3567.9,GB,49950,EC事業部,ECサイト,本番
2026-02,2026-02-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-b4d068975c34,5536.0,時間,27680,EC事業部,ECサイト,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-bd2801c823b4,4983.3,GB-月,14950,EC事業部,ECサイト,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-b8713bb4863f,201.9,メトリクス,9690,EC事業部,ECサイト,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-576e1f442659,10140.0,時間,162240,製造部門,生産管理システム,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-87c149a5529e,2028.9,時間,56810,製造部門,生産管理システム,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-98292be191a9,3438.5,GB-月,44700,製造部門,生産管理システム,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-ccbb8505a995,304.8,メトリクス,14630,製造部門,生産管理システム,本番
2026-02,2026-02-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-8d32d728bf40,2406.7,GB-月,14440,製造部門,生産管理システム,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-ea595f7d8b2f,5564.4,時間,89030,営業部門,顧客管理(CRM),本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-35e79365bd29,1280.7,時間,35860,営業部門,顧客管理(CRM),本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-45f42d028870,1794.6,GB-月,23330,営業部門,顧客管理(CRM),本番
2026-02,2026-02-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-4aa24517263b,1113.6,GB,15590,営業部門,顧客管理(CRM),本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-afecbd4809b5,196.0,メトリクス,9410,営業部門,顧客管理(CRM),本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-8d08b6a0923b,3226.7,GB-月,9680,営業部門,顧客管理(CRM),本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-509585ee4c9d,5368.8,時間,85900,経営企画部門,データ分析基盤,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-b1f13c96c7e9,17126.7,GB-月,51380,経営企画部門,データ分析基盤,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d48e4c539bf3,1577.7,GB-月,20510,経営企画部門,データ分析基盤,本番
2026-02,2026-02-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-6c0ca7247c02,1193.6,GB,16710,経営企画部門,データ分析基盤,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-6dda8b18fe31,791.1,時間,22150,経営企画部門,データ分析基盤,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-4b2fdf91136e,319.8,メトリクス,15350,経営企画部門,データ分析基盤,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-fa07cef6c9f3,5160.6,時間,82570,管理部門,社内ポータル・グループウェア,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-b219a86e80ba,1738.5,GB-月,22600,管理部門,社内ポータル・グループウェア,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-7a30e5b3780b,502.5,時間,14070,管理部門,社内ポータル・グループウェア,本番
2026-02,2026-02-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-eb3103928700,2260.0,時間,11300,管理部門,社内ポータル・グループウェア,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-a74b98144e35,202.9,メトリクス,9740,管理部門,社内ポータル・グループウェア,本番
2026-02,2026-02-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-3b70a77e73d5,2483.3,GB-月,7450,管理部門,社内ポータル・グループウェア,本番
2026-02,2026-02-01,444455556666,開発アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-2fe1a486b200,14646.9,時間,234350,開発部門,開発・検証環境,開発
2026-02,2026-02-01,444455556666,開発アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-5a1f1beb20e4,5291.5,GB-月,68790,開発部門,開発・検証環境,開発
2026-02,2026-02-01,444455556666,開発アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-5e2379cea750,1003.9,時間,28110,開発部門,開発・検証環境,開発
2026-02,2026-02-01,444455556666,開発アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-1fae9926cade,279.4,メトリクス,13410,開発部門,開発・検証環境,開発
2026-02,2026-02-01,444455556666,開発アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-809104da2c0a,3620.0,GB-月,10860,開発部門,開発・検証環境,開発
2026-03,2026-03-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-5d4e7eacd3d4,11372.5,時間,181960,管理部門,ERP基幹システム,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-b82588652c47,2388.6,時間,66880,管理部門,ERP基幹システム,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-c9346574db46,2531.5,GB-月,32910,管理部門,ERP基幹システム,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-f1a74376fb95,345.2,メトリクス,16570,管理部門,ERP基幹システム,本番
2026-03,2026-03-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-f32c7227d7a8,5066.7,GB-月,30400,管理部門,ERP基幹システム,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-592e648b9ba0,8663.1,時間,138610,EC事業部,ECサイト,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-da6219ad37ae,1698.2,時間,47550,EC事業部,ECサイト,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d7aa8da513fd,2586.9,GB-月,33630,EC事業部,ECサイト,本番
2026-03,2026-03-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-fd500ad95a5d,3795.7,GB,53140,EC事業部,ECサイト,本番
2026-03,2026-03-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-b4d068975c34,6014.0,時間,30070,EC事業部,ECサイト,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-bd2801c823b4,5540.0,GB-月,16620,EC事業部,ECサイト,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-b8713bb4863f,196.9,メトリクス,9450,EC事業部,ECサイト,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-576e1f442659,11457.5,時間,183320,製造部門,生産管理システム,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-87c149a5529e,2223.6,時間,62260,製造部門,生産管理システム,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-98292be191a9,3877.7,GB-月,50410,製造部門,生産管理システム,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-ccbb8505a995,349.6,メトリクス,16780,製造部門,生産管理システム,本番
2026-03,2026-03-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-8d32d728bf40,2625.0,GB-月,15750,製造部門,生産管理システム,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-ea595f7d8b2f,6093.1,時間,97490,営業部門,顧客管理(CRM),本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-35e79365bd29,1344.6,時間,37650,営業部門,顧客管理(CRM),本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-45f42d028870,1710.8,GB-月,22240,営業部門,顧客管理(CRM),本番
2026-03,2026-03-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-4aa24517263b,1112.1,GB,15570,営業部門,顧客管理(CRM),本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-afecbd4809b5,191.5,メトリクス,9190,営業部門,顧客管理(CRM),本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-8d08b6a0923b,3000.0,GB-月,9000,営業部門,顧客管理(CRM),本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-509585ee4c9d,5379.4,時間,86070,経営企画部門,データ分析基盤,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-b1f13c96c7e9,18183.3,GB-月,54550,経営企画部門,データ分析基盤,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d48e4c539bf3,1770.0,GB-月,23010,経営企画部門,データ分析基盤,本番
2026-03,2026-03-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-6c0ca7247c02,1327.9,GB,18590,経営企画部門,データ分析基盤,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-6dda8b18fe31,775.4,時間,21710,経営企画部門,データ分析基盤,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-4b2fdf91136e,328.3,メトリクス,15760,経営企画部門,データ分析基盤,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-fa07cef6c9f3,4955.0,時間,79280,管理部門,社内ポータル・グループウェア,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-b219a86e80ba,1760.8,GB-月,22890,管理部門,社内ポータル・グループウェア,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-7a30e5b3780b,521.8,時間,14610,管理部門,社内ポータル・グループウェア,本番
2026-03,2026-03-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-eb3103928700,2432.0,時間,12160,管理部門,社内ポータル・グループウェア,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-a74b98144e35,204.2,メトリクス,9800,管理部門,社内ポータル・グループウェア,本番
2026-03,2026-03-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-3b70a77e73d5,2540.0,GB-月,7620,管理部門,社内ポータル・グループウェア,本番
2026-03,2026-03-01,444455556666,開発アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-2fe1a486b200,13651.9,時間,218430,開発部門,開発・検証環境,開発
2026-03,2026-03-01,444455556666,開発アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-5a1f1beb20e4,5588.5,GB-月,72650,開発部門,開発・検証環境,開発
2026-03,2026-03-01,444455556666,開発アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-5e2379cea750,968.6,時間,27120,開発部門,開発・検証環境,開発
2026-03,2026-03-01,444455556666,開発アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-1fae9926cade,277.9,メトリクス,13340,開発部門,開発・検証環境,開発
2026-03,2026-03-01,444455556666,開発アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-809104da2c0a,3450.0,GB-月,10350,開発部門,開発・検証環境,開発
2026-04,2026-04-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-5d4e7eacd3d4,11223.1,時間,179570,管理部門,ERP基幹システム,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-b82588652c47,2237.5,時間,62650,管理部門,ERP基幹システム,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-c9346574db46,2481.5,GB-月,32260,管理部門,ERP基幹システム,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-f1a74376fb95,332.9,メトリクス,15980,管理部門,ERP基幹システム,本番
2026-04,2026-04-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-f32c7227d7a8,5258.3,GB-月,31550,管理部門,ERP基幹システム,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-592e648b9ba0,8734.4,時間,139750,EC事業部,ECサイト,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-da6219ad37ae,1725.7,時間,48320,EC事業部,ECサイト,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d7aa8da513fd,2593.1,GB-月,33710,EC事業部,ECサイト,本番
2026-04,2026-04-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-fd500ad95a5d,3585.7,GB,50200,EC事業部,ECサイト,本番
2026-04,2026-04-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-b4d068975c34,6196.0,時間,30980,EC事業部,ECサイト,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-bd2801c823b4,5523.3,GB-月,16570,EC事業部,ECサイト,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-b8713bb4863f,210.8,メトリクス,10120,EC事業部,ECサイト,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-576e1f442659,10350.6,時間,165610,製造部門,生産管理システム,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-87c149a5529e,2135.7,時間,59800,製造部門,生産管理システム,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-98292be191a9,3346.2,GB-月,43500,製造部門,生産管理システム,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-ccbb8505a995,293.1,メトリクス,14070,製造部門,生産管理システム,本番
2026-04,2026-04-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-8d32d728bf40,2490.0,GB-月,14940,製造部門,生産管理システム,本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-ea595f7d8b2f,5860.0,時間,93760,営業部門,顧客管理(CRM),本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-35e79365bd29,1337.1,時間,37440,営業部門,顧客管理(CRM),本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-45f42d028870,1822.3,GB-月,23690,営業部門,顧客管理(CRM),本番
2026-04,2026-04-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-4aa24517263b,1114.3,GB,15600,営業部門,顧客管理(CRM),本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-afecbd4809b5,194.8,メトリクス,9350,営業部門,顧客管理(CRM),本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-8d08b6a0923b,3120.0,GB-月,9360,営業部門,顧客管理(CRM),本番
2026-04,2026-04-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-509585ee4c9d,5721.9,時間,91550,経営企画部門,データ分析基盤,本番
